"datetime","lat","lon","truewd","ws","gust","atmoairt","roll","pitch","heading","chlavg","chlsd","chlmin","chlmax","phyavg","physd","phymin","phymax","exotempc","exodomgl","exodosat","exophy","exosal","exospcond","exotds","exoturb"
2024-08-20 01:17:08,46.8932,-91.0428,154.54,0.97,1.74,12,-3.24,-0.32,147.44,9.169,2.738,5.769,17.725,0.231,0.183,0,0.806,15.555,10.87,109.07,-0.25,0.05,110.49,0.07,1.09
2024-08-20 01:27:23,46.8931,-91.0429,87.56,1.21,1.86,11.9,-2.37,-1.27,75.26,7.652,1.541,5.511,14.389,0.222,0.191,0,0.902,15.513,10.88,109.1,-0.26,0.05,110.48,0.07,1.14
2024-08-20 01:37:05,46.8931,-91.0429,133.09,1.3,1.97,12,-3.25,1.46,31.29,7.642,1.468,5.914,13.1,0.233,0.189,0,0.902,15.519,10.89,109.2,-0.27,0.05,110.47,0.07,1.14
2024-08-20 01:47:09,46.8931,-91.0429,96.03,1.17,1.82,12.9,-0.64,-0.11,48.93,7.109,0.766,5.946,9.894,0.213,0.181,0,0.822,15.533,10.89,109.29,-0.27,0.05,110.45,0.07,1.16
2024-08-20 01:57:05,46.8931,-91.0429,210.39,1.81,2.72,13.6,-1.46,3.91,103.09,7.159,0.922,5.736,10.715,0.188,0.166,0,0.741,15.536,10.89,109.28,-0.28,0.05,110.46,0.07,1.15
2024-08-20 02:06:36,46.8931,-91.0428,131.87,2.5,3.73,13.7,-2.76,1.22,98.07,7.553,1.226,5.914,13.358,0.226,0.182,0,0.838,15.547,10.88,109.19,-0.24,0.05,109.89,0.07,1.36
2024-08-20 02:47:11,46.8931,-91.0428,197.55,1.14,1.81,13.4,-4.37,0.49,154.85,7.629,1.067,5.559,10.232,0.207,0.162,0,0.822,15.516,10.88,109.11,-0.25,0.05,110.46,0.07,1.13
2024-08-20 02:57:08,46.8931,-91.0428,148.39,1.53,2.21,13.3,0.89,1.83,142.59,7.697,1.136,6.139,10.876,0.229,0.184,0,0.902,15.54,10.87,109.09,-0.24,0.05,110.47,0.07,1.13
2024-08-20 03:07:09,46.8931,-91.0428,133.13,2.05,3.13,13.1,0.39,2.61,113.13,7.871,1.253,5.897,12.359,0.265,0.222,0,0.902,15.544,10.88,109.14,-0.23,0.05,110.46,0.07,1.19
2024-08-20 03:17:09,46.8931,-91.0428,99.87,0.98,1.84,12.7,-0.23,1.18,56.07,7.621,0.913,5.962,11.312,0.209,0.169,0,0.854,15.537,10.88,109.15,-0.27,0.05,110.45,0.07,1.14
2024-08-20 03:27:12,46.8931,-91.0429,161.19,0.95,2.22,12.9,-4.64,-0.3,135.49,8.132,1.382,6.268,12.617,0.214,0.194,0,0.918,15.526,10.87,109.06,-0.22,0.05,110.45,0.07,1.13
2024-08-20 04:47:15,46.8931,-91.0428,121.97,3.3,4.95,13.3,-1.35,2.08,102.87,7.864,1.586,6.075,12.52,0.253,0.223,0,0.951,15.473,10.85,108.7,-0.27,0.05,110.45,0.07,1.11
2024-08-20 04:57:19,46.8932,-91.0429,119.63,2.85,4.42,13.3,-2.77,1.69,104.03,7.435,0.844,5.736,9.942,0.192,0.142,0,0.741,15.465,10.85,108.69,-0.24,0.05,110.45,0.07,1.1
2024-08-20 05:27:22,46.8932,-91.0429,111.8,2.54,3.6,13.3,-1.5,2.62,103.5,7.711,1.179,6.316,11.424,0.212,0.193,0,0.951,15.418,10.85,108.56,-0.25,0.05,110.45,0.07,1.13
2024-08-20 05:37:22,46.8932,-91.0429,119.34,1.97,2.72,13.2,0.05,3.08,114.44,7.747,0.943,6.107,10.006,0.205,0.166,0,0.886,15.388,10.84,108.45,-0.18,0.05,110.43,0.07,1.13
2024-08-20 05:47:23,46.8931,-91.0429,138.62,0.92,2,12.8,-0.47,2.72,137.12,7.431,0.815,5.881,10.28,0.211,0.17,0,1.047,15.389,10.85,108.49,-0.26,0.05,110.43,0.07,1.13
2024-08-20 05:57:26,46.8931,-91.0429,200.44,1.46,2.15,12.8,-2.28,2.95,130.64,8.926,2.281,6.445,16.274,0.229,0.174,0,0.918,15.37,10.85,108.46,-0.26,0.05,110.44,0.07,1.11
2024-08-20 06:57:27,46.8931,-91.0429,132.93,1.94,3.01,11.5,-2.38,2.67,133.43,8.242,1.123,6.671,11.714,0.236,0.191,0,0.886,15.247,10.86,108.35,-0.18,0.05,110.42,0.07,1.14
2024-08-20 07:07:24,46.8931,-91.0429,102.62,1.43,2.67,11.7,-1.84,-0.39,117.92,8.138,1.208,6.026,11.94,0.184,0.136,0,0.757,15.225,10.87,108.3,-0.18,0.05,110.41,0.07,1.12
2024-08-20 07:17:29,46.8932,-91.0429,92.39,1.5,2.32,12.1,-0.98,1.02,115.29,7.244,0.861,5.688,9.861,0.204,0.16,0,0.838,15.211,10.87,108.3,-0.25,0.05,110.4,0.07,1.13
2024-08-20 07:37:29,46.8931,-91.0428,136.1,0.64,1.63,13.1,0.23,2.84,141.2,6.952,1.518,5.205,13.712,0.189,0.119,0,0.628,15.163,10.88,108.3,-0.24,0.05,110.41,0.07,1.12
2024-08-20 07:47:28,46.8931,-91.0428,46.77,0.43,0.86,13.7,-1.52,2.22,146.87,6.697,0.982,5.253,10.57,0.209,0.169,0,0.822,15.073,10.89,108.19,-0.25,0.05,110.43,0.07,1.14
2024-08-20 07:57:30,46.8931,-91.0428,21.92,0.63,1.01,13.9,-2.09,1.19,137.52,7.022,0.704,5.833,9.394,0.208,0.173,0,1.031,15.064,10.9,108.26,-0.21,0.05,110.44,0.07,1.13
2024-08-20 08:07:29,46.8931,-91.0428,336.19,1.06,1.79,14.1,-3.57,1.28,169.09,7.566,0.915,6.188,11.489,0.213,0.166,0,0.902,15.059,10.9,108.23,-0.2,0.05,110.44,0.07,1.15
2024-08-20 08:17:28,46.8931,-91.0428,311.04,1.11,1.92,14.9,-1.49,0.73,152.64,6.917,0.663,5.833,9.458,0.195,0.155,0,0.951,15.07,10.9,108.29,-0.19,0.05,110.43,0.07,1.07
2024-08-20 08:47:00,46.8931,-91.0428,61.83,0.77,1.62,16,-1.18,1.61,138.03,7.29,0.986,5.833,10.393,0.194,0.15,0,0.87,15.154,10.9,108.48,-0.21,0.05,110.13,0.07,1.3
2024-08-20 09:37:39,46.8932,-91.0428,169.17,2.51,3.79,16.5,-1.63,1.24,142.67,7.357,1.335,5.624,11.038,0.21,0.183,0,0.951,15.136,10.96,108.99,-0.21,0.05,110.42,0.07,1.18
2024-08-20 11:47:49,46.893,-91.0428,339.19,3.25,3.94,16.5,-4.36,3.68,224.29,5.514,0.692,4.399,8.057,0.169,0.133,0,0.806,15.861,10.9,110.16,-0.28,0.05,110.47,0.07,1
2024-08-20 12:17:47,46.8931,-91.0428,348.19,3.71,5.01,16.8,-1.3,4.08,244.79,5.293,0.553,4.061,6.574,0.226,0.21,0,0.87,15.984,10.92,110.61,-0.24,0.05,110.59,0.07,0.97
2024-08-20 13:47:57,46.8931,-91.0429,143.28,2.86,7.19,20,-1.57,3.67,131.78,4.725,0.439,3.819,5.817,0.191,0.156,0,0.838,16.305,10.87,110.88,-0.24,0.05,110.56,0.07,0.99
2024-08-20 13:58:00,46.8931,-91.0429,293.58,2.24,4.06,20.2,-1.7,2.66,261.38,5.112,0.43,4.109,6.123,0.22,0.218,0,0.886,16.327,10.86,110.8,-0.31,0.05,110.6,0.07,1
2024-08-20 14:07:56,46.8931,-91.0428,77.71,3.43,5.44,20.2,0.68,0.89,22.91,4.935,0.495,3.948,6.429,0.205,0.167,0,0.822,16.573,10.81,110.84,-0.3,0.05,110.64,0.07,0.99
2024-08-20 14:37:57,46.8931,-91.0429,151.57,2.37,4.62,20.5,-1.88,1.51,90.17,5.707,0.935,4.189,8.637,0.201,0.157,0,0.854,16.538,10.84,111.08,-0.32,0.05,110.7,0.07,1.01
2024-08-20 14:47:57,46.8931,-91.0429,351.54,1.45,3.84,20.9,-1.41,1.95,293.04,5.145,0.704,4.012,8.153,0.228,0.203,0,0.87,16.517,10.85,111.16,-0.32,0.05,110.7,0.07,1.05
2024-08-20 15:17:59,46.8931,-91.0429,156.97,2.33,5.48,21.1,-0.38,3.41,125.47,5.396,1.137,4.109,10.039,0.172,0.129,0,0.725,16.5,10.87,111.32,-0.28,0.05,110.69,0.07,1.04
2024-08-20 15:58:02,46.8931,-91.0429,10.98,3.42,6.21,19.6,-1.46,4.74,314.68,4.569,0.525,3.448,6.461,0.192,0.185,0,0.886,16.603,10.86,111.5,-0.31,0.05,110.77,0.07,1.07
2024-08-20 16:08:07,46.893,-91.0428,347.98,2.7,5.27,20.2,-1.56,1.16,313.18,4.843,0.658,3.722,7.46,0.179,0.144,0,0.773,16.726,10.86,111.74,-0.31,0.05,110.86,0.07,1.06
2024-08-20 16:28:08,46.8931,-91.0429,356.27,2.24,5.67,20.2,-2.81,1.58,312.37,4.808,0.583,3.835,7.009,0.161,0.086,0,0.274,16.954,10.81,111.77,-0.35,0.05,110.8,0.07,1.02
2024-08-20 16:38:09,46.8931,-91.0429,354.18,3.21,6.27,19.8,0.65,11.65,302.88,4.59,0.546,3.658,5.978,0.19,0.164,0,0.822,17.012,10.8,111.81,-0.28,0.05,110.8,0.07,1.02
2024-08-20 17:08:11,46.8931,-91.0429,20.85,3.92,5.88,19.9,0.01,4.32,334.45,4.972,0.47,3.98,6.461,0.17,0.131,0,0.806,16.899,10.82,111.73,-0.38,0.05,110.81,0.07,1.01
2024-08-20 18:48:16,46.8931,-91.0429,41.32,2.15,4.06,19.8,-1.05,5.74,301.42,6.874,0.943,5.269,11.118,0.211,0.2,0,0.854,16.399,10.92,111.63,-0.28,0.05,110.69,0.07,1.06
2024-08-20 19:38:19,46.8931,-91.0429,52.23,2.29,3.46,18.2,-0.15,2.47,33.23,7.422,1.03,6.01,11.602,0.222,0.19,0,0.822,16.278,10.96,111.72,-0.31,0.05,110.65,0.07,1.05
2024-08-20 21:58:36,46.8931,-91.0428,110.19,3.31,5.1,15.6,0.46,1.76,96.09,6.567,0.679,5.398,8.186,0.197,0.149,0,0.693,14.421,11.3,110.72,-0.26,0.05,110.27,0.07,1.23
2024-08-20 23:18:11,46.8932,-91.0429,88.42,1.14,2.06,15.3,-0.7,1.79,121.42,8.096,1.341,6.268,12.004,0.201,0.17,0,0.838,14.452,11.26,110.35,-0.21,0.05,109.98,0.07,1.68
2024-08-20 23:48:46,46.8932,-91.0429,211.2,0.82,1.24,14.8,-1.55,1.95,123.6,7.694,1.15,6.107,11.521,0.224,0.2,0,1.015,14.453,11.25,110.32,-0.22,0.05,110.44,0.07,1.23
2024-08-21 00:08:43,46.8931,-91.0428,140.7,0.88,1.32,13.9,-1.53,1.98,113.6,7.429,1.053,5.736,10.312,0.258,0.208,0,0.87,14.389,11.27,110.3,-0.23,0.05,110.35,0.07,1.24
2024-08-21 00:18:48,46.8932,-91.0428,98.4,0.57,0.85,14,-1.78,1.14,121.6,8.971,2.21,6.22,15.13,0.247,0.189,0,0.902,14.386,11.27,110.28,-0.24,0.05,110.35,0.07,1.26
2024-08-21 00:48:17,46.8932,-91.0429,78.42,1.1,1.35,14,-1.59,2.96,111.62,8.166,0.718,6.445,9.91,0.224,0.167,0,0.838,14.371,11.26,110.2,-0.22,0.05,109.79,0.07,1.63
2024-08-21 00:58:47,46.8932,-91.0429,103.82,1.01,1.5,14,-1.67,0.43,118.32,8.83,1.18,6.719,12.907,0.242,0.176,0,0.79,14.38,11.26,110.21,-0.23,0.05,110.38,0.07,1.34
2024-08-21 01:48:17,46.8931,-91.0428,282.08,0.53,1.01,14.5,-1.29,2.03,128.08,9.252,1.394,6.977,12.842,0.209,0.135,0,0.773,14.376,11.28,110.35,-0.17,0.05,110.03,0.07,1.58
2024-08-21 01:59:12,46.8931,-91.0429,101.01,0.45,0.96,14.5,-1.38,0.41,123.61,8.473,0.967,6.735,11.215,0.216,0.175,0,0.951,14.424,11.24,110.13,-0.22,0.05,110.36,0.07,1.26
2024-08-21 02:08:52,46.8931,-91.0429,204.3,0.89,1.21,14.3,-1.13,1.31,131.5,8.983,1.212,6.639,13.374,0.221,0.168,0,0.838,14.205,11.39,111.03,-0.19,0.05,110.2,0.07,1.29
2024-08-21 02:28:50,46.8931,-91.0429,149.62,1.2,1.52,14.1,-1.08,1.87,121.72,8.16,0.811,6.59,10.603,0.233,0.187,0,0.838,14.348,11.33,110.75,-0.3,0.05,110.32,0.07,1.35
2024-08-21 02:38:50,46.8931,-91.0429,141.91,1.3,1.67,14.1,-1.68,2.6,130.31,8.523,1.534,6.542,14.035,0.255,0.197,0,0.87,14.313,11.33,110.72,-0.19,0.05,110.11,0.07,1.25
2024-08-21 02:48:53,46.8931,-91.0429,116.13,0.84,1.32,14.2,-1.2,1.55,123.13,8.955,1.573,6.623,13.293,0.247,0.215,0,0.999,14.408,11.25,110.14,-0.21,0.05,110.39,0.07,1.27
2024-08-21 02:58:50,46.8931,-91.0429,126.89,1.04,1.87,14.3,-1.69,1.66,135.59,8.505,1.013,6.848,11.698,0.223,0.192,0,0.886,13.644,11.59,111.56,-0.18,0.05,109.77,0.07,1.45
2024-08-21 03:08:20,46.8931,-91.0429,189.5,0.58,0.99,14.3,-1.36,2.02,132,8.746,1.033,6.945,11.07,0.232,0.188,0,0.902,14.381,11.26,110.16,-0.2,0.05,110.13,0.07,1.57
2024-08-21 03:18:57,46.8931,-91.0429,171.9,0.85,1.2,14.3,-0.67,3.14,130.6,10.318,1.3,7.831,13.197,0.236,0.177,0,0.822,14.355,11.26,110.14,-0.2,0.05,110.33,0.07,1.32
2024-08-21 03:28:53,46.8931,-91.0428,98.72,0.86,1.02,14.2,-1.07,2.41,121.82,8.619,1.154,6.977,11.408,0.232,0.187,0,0.951,14.382,11.25,110.1,-0.2,0.05,110.37,0.07,1.24
2024-08-21 03:38:52,46.8931,-91.0429,85.56,0.76,1.14,14.2,-1.83,2.43,115.86,9.475,1.663,6.993,13.519,0.227,0.16,0,0.838,14.06,11.46,111.4,-0.19,0.05,110.07,0.07,1.32
2024-08-21 03:48:59,46.8931,-91.0429,129.29,1.14,1.91,14,-1.45,1.84,128.09,8.641,1.104,6.703,12.343,0.256,0.221,0,0.918,14.382,11.25,110.12,-0.19,0.05,110.37,0.07,1.29
2024-08-21 03:58:52,46.8931,-91.0429,160.7,0.5,0.93,13.9,-1.17,1.08,123.7,8.646,0.961,6.929,12.23,0.211,0.158,0,0.725,14.358,11.26,110.14,-0.25,0.05,110.32,0.07,1.28
2024-08-21 04:08:55,46.8931,-91.0428,121.03,0.73,1.18,13.7,-0.65,1.74,126.13,9.217,1.342,7.412,13.712,0.233,0.19,0,0.967,14.332,11.28,110.32,-0.15,0.05,110.32,0.07,1.28
2024-08-21 04:18:55,46.8931,-91.0428,131.77,0.98,1.45,13.6,-0.57,1.17,123.87,8.937,1.568,7.106,13.841,0.22,0.164,0,0.838,14.596,11.18,109.95,-0.17,0.05,110.5,0.07,1.22
2024-08-21 04:28:59,46.8931,-91.0428,134.49,0.66,1.08,13.4,-1.74,0.82,128.79,9.042,1.205,6.8,12.149,0.247,0.203,0,0.951,14.505,11.21,109.97,-0.18,0.05,110.42,0.07,1.26
2024-08-21 04:38:58,46.8932,-91.0429,121.46,0.86,1.25,13.6,-1.49,1.26,119.96,8.521,1.45,6.703,13.1,0.209,0.174,0,0.983,14.354,11.26,110.14,-0.18,0.05,110.3,0.07,1.28
2024-08-21 04:48:54,46.8932,-91.0429,177.93,0.43,0.69,13.6,-1.71,1.43,135.63,8.299,1.094,6.623,13.036,0.214,0.174,0,0.967,14.31,11.29,110.36,-0.19,0.05,110.25,0.07,1.32
2024-08-21 04:58:54,46.8931,-91.0428,214.05,0.83,1.69,13.9,-0.32,1.14,136.85,9.343,2.222,6.832,16.951,0.227,0.201,0,1.047,14.354,11.26,110.16,-0.2,0.05,110.31,0.07,1.29
2024-08-21 05:08:24,46.8931,-91.0429,187.18,1.44,2.03,14,0.31,3.3,129.98,8.794,1.37,6.929,13.277,0.242,0.205,0,1.015,14.346,11.26,110.16,-0.19,0.05,109.99,0.07,1.55
2024-08-21 05:19:05,46.8931,-91.0429,161.5,0.73,1.16,13.8,-1.57,1.57,131.6,8.869,1.313,6.816,14.518,0.258,0.201,0,0.902,14.265,11.3,110.26,-0.17,0.05,110.2,0.07,1.27
2024-08-21 05:28:57,46.8931,-91.0429,195.12,0.56,0.91,13.8,-1.55,1.74,135.92,8.292,1.062,6.51,12.633,0.239,0.198,0,0.854,14.325,11.27,110.12,-0.19,0.05,110.32,0.07,1.35
2024-08-21 05:58:57,46.8931,-91.0428,152.2,0.86,1.2,13.3,-0.86,1.67,129,8.877,1.289,6.671,12.52,0.255,0.212,0,0.838,14.274,11.27,110.07,-0.17,0.05,110.28,0.07,1.24
2024-08-21 06:09:00,46.8931,-91.0428,127.33,0.91,1.34,13.2,-2.59,1.86,123.23,8.835,1.359,6.606,14.212,0.27,0.243,0,0.854,14.267,11.27,110.06,-0.21,0.05,110.29,0.07,1.3
2024-08-21 06:18:58,46.8931,-91.0428,126.64,0.95,1.2,13.2,-0.98,2.66,120.24,8.738,1.091,6.687,12.021,0.275,0.25,0,1.031,14.249,11.27,110.02,-0.19,0.05,110.27,0.07,1.3
2024-08-21 06:29:03,46.8931,-91.0428,134.51,1.09,1.4,13.4,-1.03,1.99,126.11,9.597,1.817,7.299,17.918,0.241,0.191,0,0.918,14.258,11.27,110.04,-0.21,0.05,110.28,0.07,1.3
2024-08-21 06:38:59,46.8931,-91.0428,163.77,0.78,1.3,13.3,-1.09,1.26,135.57,9.066,0.744,7.67,11.183,0.239,0.178,0,0.806,14.272,11.27,110.08,-0.19,0.05,110.29,0.07,1.31
2024-08-21 06:49:02,46.8931,-91.0428,122.69,0.89,1.34,13.6,-1.38,1.17,115.89,8.995,1.373,6.832,14.84,0.223,0.153,0,0.773,14.235,11.28,110.05,-0.21,0.05,110.28,0.07,1.31
2024-08-21 08:19:12,46.8931,-91.0428,137.23,0.94,1.61,15.8,-3.87,1.19,137.03,7.097,0.639,5.511,8.54,0.218,0.177,0,0.967,15.134,11.06,109.98,-0.25,0.05,110.55,0.07,1.08
2024-08-21 08:29:08,46.8931,-91.0428,221.89,0.9,1.7,16,-0.94,2.76,144.99,7.47,0.806,5.978,9.861,0.23,0.199,0,0.918,15.235,11.02,109.85,-0.24,0.05,110.5,0.07,1.11
2024-08-21 09:19:16,46.8931,-91.0429,4.69,0.7,1.17,17.7,-2.12,0.98,297.69,7.901,1.639,5.511,13.052,0.205,0.134,0,0.628,15.659,10.96,110.25,-0.27,0.05,110.61,0.07,1.07
2024-08-21 09:29:13,46.8931,-91.0429,349.46,1.24,1.52,17.4,-0.8,2.87,301.46,7.78,0.931,6.059,9.781,0.237,0.199,0,0.902,15.765,10.92,110.09,-0.27,0.05,110.6,0.07,1.06
2024-08-21 09:39:13,46.8931,-91.0429,353.97,0.88,1.23,17.9,-2.26,1.88,306.67,6.989,1.001,5.704,10.2,0.209,0.161,0,0.918,15.738,10.93,110.18,-0.29,0.05,110.58,0.07,1.07
2024-08-21 09:49:13,46.8931,-91.0429,285.63,0.93,1.18,18.1,-1.78,2.99,292.53,6.658,1.151,5.188,10.635,0.206,0.179,0,0.918,15.831,10.91,110.12,-0.31,0.05,110.6,0.07,1.01
2024-08-21 09:58:43,46.8931,-91.0429,2.96,1.19,1.9,17.7,-1.06,3.77,313.66,6.394,0.766,4.85,8.347,0.198,0.17,0,0.902,15.868,10.91,110.22,-0.31,0.05,110.07,0.07,1.25
2024-08-21 10:09:21,46.8931,-91.0429,16.48,0.65,1.23,18.1,-0.99,3.29,309.68,6.769,0.838,5.446,9.378,0.249,0.229,0,0.967,15.875,10.92,110.38,-0.29,0.05,110.61,0.07,1.06
2024-08-21 10:19:17,46.8931,-91.0429,322.7,0.47,0.83,18.8,-3.62,1.05,315.9,6.908,0.916,5.269,9.233,0.19,0.119,0,0.564,15.922,10.92,110.43,-0.31,0.05,110.65,0.07,1.06
2024-08-21 10:29:16,46.8931,-91.0429,303.17,0.68,1.87,18.9,-1.27,3.2,306.07,6.586,1.092,5.188,10.361,0.216,0.196,0,0.935,15.995,10.91,110.57,-0.34,0.05,110.68,0.07,1.13
2024-08-21 10:39:16,46.8931,-91.0429,333.81,1.55,1.98,18.4,-3.47,2.1,319.21,5.986,0.96,4.576,8.814,0.183,0.148,0,0.806,16.046,10.91,110.7,-0.29,0.05,110.7,0.07,1.08
2024-08-21 10:49:16,46.8931,-91.0429,0.19,1.62,2.89,18.5,-0.67,2.65,325.79,6.318,1.067,4.834,9.571,0.205,0.163,0,0.773,16.065,10.91,110.72,-0.34,0.05,110.7,0.07,1.08
2024-08-21 10:59:17,46.8931,-91.0429,349.06,2.57,3.36,17.7,-0.75,1.61,325.96,6.501,1.074,4.415,9.442,0.195,0.153,0,0.918,15.877,10.97,110.9,-0.33,0.05,110.6,0.07,1.08
2024-08-21 11:09:19,46.8931,-91.0429,353.04,2.03,2.53,17.7,-1.56,2.13,314.34,6.983,1.039,5.446,9.797,0.244,0.228,0,0.999,16.008,10.94,110.88,-0.32,0.05,110.66,0.07,1.1
2024-08-21 11:19:17,46.8931,-91.0429,351.45,1.78,2.31,17.7,-0.56,3.72,318.15,6.746,0.963,5.237,9.458,0.222,0.18,0,0.79,15.796,11.02,111.14,-0.27,0.05,110.59,0.07,1.09
2024-08-21 11:29:18,46.8931,-91.0429,350.5,2.22,2.9,17.8,-1.91,1.47,314.8,6.949,0.826,5.64,8.862,0.21,0.152,0,0.806,15.922,10.98,111.09,-0.26,0.05,110.57,0.07,1.1
2024-08-21 11:39:19,46.8931,-91.0429,0.17,2.39,2.86,17.7,-0.93,1.94,322.07,6.913,1.06,5.205,9.942,0.193,0.135,0,0.806,15.521,11.09,111.24,-0.31,0.05,110.39,0.07,1.18
2024-08-21 11:49:21,46.8931,-91.0429,337.03,2.36,2.98,17.6,-1.25,4.68,303.43,6.667,1.201,5.076,10.973,0.207,0.179,0,0.806,15.956,11.01,111.46,-0.3,0.05,110.77,0.07,1.04
2024-08-21 11:59:24,46.8931,-91.0428,316.91,1.75,2.36,17.7,-1.81,3.04,292.71,6.399,0.762,5.108,8.669,0.202,0.162,0,0.886,16.151,10.94,111.2,-0.31,0.05,110.71,0.07,1.06
2024-08-21 12:49:27,46.8931,-91.0428,343.11,2.16,2.49,17.7,-1.99,3.42,278.21,6.516,0.872,5.221,9.233,0.209,0.179,0,0.935,16.099,10.99,111.62,-0.32,0.05,110.7,0.07,1.05
2024-08-21 12:59:24,46.8931,-91.0429,349.94,1.98,2.46,17.7,-2.23,3.82,290.24,6.528,0.767,5.301,8.621,0.191,0.132,0,0.79,15.718,11.08,111.65,-0.21,0.05,110.65,0.07,1.12
2024-08-21 13:09:24,46.893,-91.0429,334.05,2.01,2.38,17.7,-2.87,1.59,252.55,5.846,0.612,4.641,7.831,0.244,0.2,0,0.886,15.682,11.08,111.48,-0.2,0.05,110.52,0.07,1.07
2024-08-21 13:19:25,46.893,-91.0428,8.87,2.12,3.04,17.8,-1.48,3.38,298.07,6.249,0.692,5.076,7.767,0.223,0.196,0,1.015,16.402,10.93,111.75,-0.34,0.05,110.72,0.07,1.05
2024-08-21 13:29:26,46.8931,-91.0429,8.76,2.84,3.65,18,-2.61,1.67,315.96,5.376,0.556,4.093,6.848,0.204,0.188,0,0.918,16.022,11.03,111.84,-0.34,0.05,110.59,0.07,1.02
2024-08-21 13:39:26,46.8931,-91.0429,357.66,2.71,3.55,18,-2.5,2.19,325.06,6.656,1.057,5.156,9.942,0.205,0.165,0,0.886,16.059,10.96,111.21,-0.3,0.05,110.37,0.07,1.08
2024-08-21 13:49:26,46.8931,-91.0429,348.16,3.1,3.74,18,-0.25,4.99,319.36,5.725,0.875,4.012,8.347,0.191,0.156,0,0.886,16.196,10.97,111.62,-0.38,0.05,110.51,0.07,1.07
2024-08-21 14:09:30,46.8931,-91.0429,347.8,2.76,3.3,18.2,-0.15,1.86,325.8,6.162,0.892,4.576,8.685,0.223,0.197,0,0.854,15.879,11.1,112.18,-0.33,0.05,110.48,0.07,1.13
2024-08-21 14:19:29,46.8931,-91.0429,329.29,2.59,3.29,18.1,-3.09,-0.21,309.69,5.5,0.539,4.415,7.009,0.214,0.195,0,0.918,15.99,11.12,112.61,-0.31,0.05,110.72,0.07,1.07
2024-08-21 14:29:28,46.8931,-91.0429,348.09,2.72,3.3,18,-0.93,2.19,323.19,5.781,0.704,4.222,7.799,0.186,0.15,0,0.854,15.86,11.13,112.46,-0.3,0.05,110.57,0.07,1.11
2024-08-21 14:39:31,46.8931,-91.0428,345.32,2.6,3.13,18,-1.48,2.93,326.42,5.659,0.638,4.737,7.477,0.208,0.177,0,0.886,15.749,11.16,112.48,-0.3,0.05,110.51,0.07,1.1
2024-08-21 14:49:31,46.8931,-91.0429,336.4,2.63,3.15,18,-1.07,3.48,316.9,5.816,0.392,5.237,7.058,0.171,0.149,0,0.854,15.667,11.18,112.5,-0.23,0.05,110.44,0.07,1.09
2024-08-21 14:59:32,46.8931,-91.0429,2.67,2.25,2.96,18.1,-0.48,2.23,340.07,5.751,0.526,4.979,7.541,0.178,0.125,0,0.645,15.715,11.2,112.77,-0.21,0.05,110.56,0.07,1.05
2024-08-21 15:09:34,46.8932,-91.0429,346.3,2.73,3.35,18.4,-1.74,1.79,327.5,5.977,0.697,4.995,8.073,0.21,0.177,0,0.951,15.542,11.23,112.72,-0.23,0.05,110.45,0.07,1.14
2024-08-21 15:19:32,46.8931,-91.0429,350.9,3.04,3.67,18.5,-0.82,1.82,329.7,5.974,0.603,5.011,7.557,0.215,0.19,0,0.983,15.435,11.24,112.51,-0.25,0.05,110.43,0.07,1.15
2024-08-21 15:29:33,46.8931,-91.0429,330.51,2.78,3.39,18.6,-3.28,0.64,308.31,6.066,0.552,5.205,7.573,0.218,0.204,0,1.015,15.565,11.21,112.54,-0.21,0.05,110.41,0.07,1.12
2024-08-21 15:39:37,46.8931,-91.0428,340.14,3.25,3.73,18.6,-0.16,3.37,319.34,5.85,0.595,4.931,7.622,0.227,0.206,0,0.935,15.611,11.24,112.93,-0.23,0.05,110.56,0.07,1.09
2024-08-21 16:19:43,46.8931,-91.0429,345.99,3.93,4.95,18.7,-2.69,2.56,324.39,6.053,0.834,4.979,9.104,0.219,0.208,0,0.951,15.239,11.32,112.91,-0.31,0.05,110.52,0.07,1.11
2024-08-21 16:49:38,46.8931,-91.0429,322.94,3.33,4.03,18.7,-2.36,0.43,302.14,5.848,0.587,4.496,7.67,0.216,0.203,0,0.902,15.214,11.31,112.74,-0.23,0.05,110.54,0.07,1.13
2024-08-21 16:59:39,46.8931,-91.0429,323.77,3.03,3.53,18.6,-2.74,1.34,305.97,6.669,1.325,5.06,11.521,0.204,0.139,0,0.757,13.949,11.49,111.33,-0.25,0.05,110.64,0.07,1.27
2024-08-21 17:09:42,46.8931,-91.0429,333.27,2.96,3.4,18.9,-2.21,1.12,311.97,5.866,0.827,4.786,9.378,0.23,0.22,0,0.967,15.376,11.29,112.86,-0.25,0.05,110.46,0.07,1.08
2024-08-21 17:19:42,46.8931,-91.0429,351.25,3.46,4.01,19.3,-1.4,3.08,329.25,5.66,0.393,4.85,6.8,0.194,0.147,0,0.822,15.259,11.31,112.77,-0.25,0.05,110.44,0.07,1.2
2024-08-21 17:39:41,46.8931,-91.0429,352.2,3.66,4.34,19.2,-2.2,1.6,329.1,6.082,0.569,4.898,7.783,0.193,0.14,0,0.87,15.28,11.31,112.84,-0.25,0.05,110.48,0.07,1.14
2024-08-21 18:19:48,46.8931,-91.0429,356.33,3.01,3.58,19.2,-1.06,2.27,329.73,6.057,0.345,5.35,7.138,0.208,0.172,0,0.806,15.223,11.31,112.7,-0.23,0.05,110.45,0.07,1.12
