Site,Date,Latitude,Longitude,Project,Depth,Rep,Type,DOC,DOCFlag,POC,POCFlag,POC2,POC2Flag,NO3,NO3Flag,NH3,NH3Flag,TDN,TDNFlag,PON,PONFlag,PON2,PON2Flag,SRP,SRPFlag,TDP,TDPFlag,PP,PPFlag,TP,TPFlag,SRSi,SiFlag,Chl,ChlFlag,Chl2,Chl2Flag,Phyco,PhycoFlag,TSS,TSSFlag
PS20,8/27/2018,46.7952,-91.1209,NPS,0,1,Watershed,1140,none,98.8,none,NA,none,NA,bdl,0.482,none,30.1,none,7.56,none,NA,none,0.053,none,0.356,none,0.352,none,0.754,none,NA,none,1.58,none,NA,none,NA,none,NA,none
PS20,8/27/2018,46.7952,-91.1209,NPS,0,2,Watershed,NA,none,90.4,none,NA,none,NA,none,NA,none,NA,none,6.95,none,NA,none,NA,none,NA,none,0.349,none,NA,none,NA,none,6.27,none,NA,none,NA,none,NA,none
PS23,8/27/2018,46.5767,-91.7921,NPS,0,1,Watershed,1850,none,80.3,none,NA,none,1.33,none,0.587,none,54.1,none,4.03,none,NA,none,0.193,none,0.724,none,0.295,none,1.151,none,NA,none,1.59,none,NA,none,NA,none,NA,none
PS23,8/27/2018,46.5767,-91.7921,NPS,0,2,Watershed,NA,none,77.9,none,NA,none,NA,none,NA,none,NA,none,3.85,none,NA,none,NA,none,NA,none,0.363,none,NA,none,NA,none,1.44,none,NA,none,NA,none,NA,none
PS25,8/27/2018,46.5609,-91.9188,NPS,0,1,Watershed,1600,none,106,none,NA,none,8.42,none,0.562,none,56.7,none,9.13,none,NA,none,0.13,none,0.599,none,0.666,none,1.663,none,NA,none,5.3,none,NA,none,NA,none,NA,none
PS25,8/27/2018,46.5609,-91.9188,NPS,0,2,Watershed,NA,none,102,none,NA,none,NA,none,NA,none,NA,none,9.25,none,NA,none,NA,none,NA,none,0.671,none,NA,none,NA,none,5.75,none,NA,none,NA,none,NA,none
PS26,8/27/2018,46.7736,-91.347,NPS,0,1,Watershed,412,none,131,none,NA,none,3.55,none,0.915,none,15.6,none,6.34,none,NA,none,0.429,none,0.611,none,0.792,none,1.501,none,NA,none,1.47,none,NA,none,NA,none,NA,none
PS26,8/27/2018,46.7736,-91.347,NPS,0,2,Watershed,NA,none,126,none,NA,none,NA,none,NA,none,NA,none,5.88,none,NA,none,NA,none,NA,none,0.82,none,NA,none,NA,none,1.5,none,NA,none,NA,none,NA,none
PS29,8/27/2018,46.8439,-91.1372,NPS,0,1,Watershed,300,none,50.8,none,NA,none,7.87,none,0.825,none,16.8,none,2.44,none,NA,none,0.422,none,0.605,none,0.358,none,1.197,none,NA,none,1.05,none,NA,none,NA,none,NA,none
PS29,8/27/2018,46.8439,-91.1372,NPS,0,2,Watershed,NA,none,53.1,none,NA,none,NA,none,NA,none,NA,none,2.16,none,NA,none,NA,none,NA,none,0.418,none,NA,none,NA,none,1.18,none,NA,none,NA,none,NA,none
PS31,8/27/2018,46.7296,-91.425,NPS,0,1,Watershed,2380,none,691,none,NA,none,4.18,none,NA,none,129,none,75.8,none,NA,none,1.81,none,4.3,none,3.93,none,15.62,none,NA,none,38.4,none,NA,none,NA,none,NA,none
PS31,8/27/2018,46.7296,-91.425,NPS,0,2,Watershed,NA,none,625,none,NA,none,NA,none,NA,none,NA,none,71.8,none,NA,none,NA,none,NA,none,3.52,none,NA,none,NA,none,42.2,none,NA,none,NA,none,NA,none
PS32,8/27/2018,46.7938,-91.3652,NPS,0,1,Watershed,1360,none,139,none,NA,none,1.78,none,0.646,none,37.1,none,8.26,none,NA,none,0.23,none,0.739,none,0.754,none,1.84,none,NA,none,6.95,none,NA,none,NA,none,NA,none
PS32,8/27/2018,46.7938,-91.3652,NPS,0,2,Watershed,NA,none,137,none,NA,none,NA,none,NA,none,NA,none,8.02,none,NA,none,NA,none,NA,none,0.798,none,NA,none,NA,none,6.77,none,NA,none,NA,none,NA,none
PS35,8/27/2018,46.5686,-91.9353,NPS,0,1,Watershed,1760,none,112,none,NA,none,2.68,none,0.716,none,54.8,none,6.09,none,NA,none,0.235,none,0.897,none,0.551,none,1.381,none,NA,none,1.66,none,NA,none,NA,none,NA,none
PS35,8/27/2018,46.5686,-91.9353,NPS,0,2,Watershed,NA,none,129,none,NA,none,NA,none,NA,none,NA,none,6.28,none,NA,none,NA,none,NA,none,0.099,none,NA,none,NA,none,1.95,none,NA,none,NA,none,NA,none
PS36,8/27/2018,46.6854,-91.864,NPS,0,1,Watershed,1690,none,177,none,NA,none,5.97,none,1.05,none,52.9,none,13.6,none,NA,none,0.228,none,0.817,none,1.39,none,2.2,none,NA,none,6.21,none,NA,none,NA,none,NA,none
PS36,8/27/2018,46.6854,-91.864,NPS,0,2,Watershed,NA,none,198,none,NA,none,NA,none,NA,none,NA,none,16,none,NA,none,NA,none,NA,none,1.59,none,NA,none,NA,none,5.97,none,NA,none,NA,none,NA,none
PS37,8/27/2018,46.7991,-91.0619,NPS,0,1,Watershed,318,none,53.4,none,NA,none,NA,bdl,1.16,none,9.57,none,4.24,none,NA,none,0.113,none,0.126,none,0.287,none,0.61,none,NA,none,4.38,none,NA,none,NA,none,NA,none
PS37,8/27/2018,46.7991,-91.0619,NPS,0,2,Watershed,NA,none,49.3,none,NA,none,NA,none,NA,none,NA,none,4.25,none,NA,none,NA,none,NA,none,0.279,none,NA,none,NA,none,4.04,none,NA,none,NA,none,NA,none
PS38,8/27/2018,46.8429,-91.176,NPS,0,1,Watershed,326,none,91.2,none,NA,none,3.67,none,0.743,none,12.1,none,4.34,none,NA,none,0.678,none,1.24,none,0.623,none,1.385,none,NA,none,1.02,none,NA,none,NA,none,NA,none
PS38,8/27/2018,46.8429,-91.176,NPS,0,2,Watershed,NA,none,89.2,none,NA,none,NA,none,NA,none,NA,none,4.92,none,NA,none,NA,none,NA,none,0.524,none,NA,none,NA,none,0.852,none,NA,none,NA,none,NA,none
PS39,8/27/2018,46.6966,-91.6022,NPS,0,1,Watershed,1440,none,144,none,NA,none,2.08,none,0.517,none,40.3,none,9,none,NA,none,0.252,none,0.696,none,0.894,none,1.617,none,NA,none,3.07,none,NA,none,NA,none,NA,none
PS39,8/27/2018,46.6966,-91.6022,NPS,0,2,Watershed,NA,none,154,none,NA,none,NA,none,NA,none,NA,none,9.13,none,NA,none,NA,none,NA,none,0.794,none,NA,none,NA,none,2.52,none,NA,none,NA,none,NA,none
PS4,8/27/2018,46.7833,-91.3971,NPS,0,1,Watershed,533,none,133,none,NA,none,0.265,none,0.667,none,22.3,none,12.2,none,NA,none,0.278,none,0.62,none,0.842,none,1.574,none,NA,none,7.11,none,NA,none,NA,none,NA,none
PS4,8/27/2018,46.7833,-91.3971,NPS,0,2,Watershed,NA,none,118,none,NA,none,NA,none,NA,none,NA,none,11.2,none,NA,none,NA,none,NA,none,0.808,none,NA,none,NA,none,7.96,none,NA,none,NA,none,NA,none
PS7,8/27/2018,46.6173,-91.6788,NPS,0,1,Watershed,913,none,131,none,NA,none,0.961,none,0.352,none,27.1,none,12.9,none,NA,none,0.091,none,0.52,none,0.725,none,1.277,none,NA,none,5.87,none,NA,none,NA,none,NA,none
PS7,8/27/2018,46.6173,-91.6788,NPS,0,2,Watershed,NA,none,118,none,NA,none,NA,none,NA,none,NA,none,11.7,none,NA,none,NA,none,NA,none,0.747,none,NA,none,NA,none,4.8,none,NA,none,NA,none,NA,none
PS8,8/27/2018,46.6443,-91.7205,NPS,0,1,Watershed,1720,none,181,none,NA,none,5.32,none,NA,none,51.8,none,13.5,none,NA,none,0.208,none,1.04,none,1.23,none,2.255,none,NA,none,7.61,none,NA,none,NA,none,NA,none
PS8,8/27/2018,46.6443,-91.7205,NPS,0,2,Watershed,NA,none,174,none,NA,none,NA,none,NA,none,NA,none,13.4,none,NA,none,NA,none,NA,none,1.41,none,NA,none,NA,none,7.47,none,NA,none,NA,none,NA,none
PS9,8/27/2018,46.7366,-91.477,NPS,0,1,Watershed,1170,none,157,none,NA,none,4.22,none,0.717,none,43.5,none,9.03,none,NA,none,0.141,none,0.832,none,0.922,none,2.224,none,NA,none,3.83,none,NA,none,NA,none,NA,none
PS9,8/27/2018,46.7366,-91.477,NPS,0,2,Watershed,NA,none,147,none,NA,none,NA,none,NA,none,NA,none,9.38,none,NA,none,NA,none,NA,none,0.871,none,NA,none,NA,none,3.27,none,NA,none,NA,none,NA,none
Siskiwit River,8/27/2018,46.8547,-91.0916,NPS,0,1,Watershed,425,none,48.6,none,NA,none,1.61,none,0.359,none,11.2,none,2.95,none,NA,none,0.406,none,0.648,none,0.28,none,0.99,none,185,none,2.51,none,NA,none,NA,none,NA,none
Siskiwit River,8/27/2018,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,46,none,NA,none,NA,none,NA,none,NA,none,2.8,none,NA,none,NA,none,NA,none,0.294,none,NA,none,NA,none,2.19,none,NA,none,NA,none,NA,none
Brule River,9/12/2018,46.7053,-91.6039,NPS,0,1,Watershed,NA,none,91.5,none,NA,none,2.53,none,0.28,none,NA,none,5.54,none,NA,none,0.226,none,0.36,none,0.433,none,0.921,none,191,none,2.17,none,NA,none,NA,none,NA,none
Brule River,9/12/2018,46.7053,-91.6039,NPS,0,2,Watershed,NA,none,85.2,none,NA,none,NA,none,NA,none,NA,none,5.44,none,NA,none,NA,none,NA,none,0.41,none,NA,none,NA,none,1.88,none,NA,none,NA,none,NA,none
Cranberry River,9/12/2018,46.7888,-91.2732,NPS,0,1,Watershed,NA,none,22.9,none,NA,none,3.42,none,0.305,none,NA,none,1.04,none,NA,none,0.364,none,0.684,none,0.156,none,0.915,none,224,none,0.413,none,NA,none,NA,none,NA,none
Cranberry River,9/12/2018,46.7888,-91.2732,NPS,0,2,Watershed,NA,none,23.7,none,NA,none,NA,none,NA,none,NA,none,1.07,none,NA,none,NA,none,NA,none,0.165,none,NA,none,NA,none,0.403,none,NA,none,NA,none,NA,none
Flag River,9/12/2018,46.7818,-91.3725,NPS,0,1,Watershed,NA,none,32.2,none,NA,none,2.58,none,0.893,none,NA,none,1.64,none,NA,none,0.331,none,0.463,none,0.249,none,1.01,none,272,none,0.285,none,NA,none,NA,none,NA,none
Flag River,9/12/2018,46.7818,-91.3725,NPS,0,2,Watershed,NA,none,30.1,none,NA,none,NA,none,NA,none,NA,none,1.68,none,NA,none,NA,none,NA,none,0.297,none,NA,none,NA,none,0.278,none,NA,none,NA,none,NA,none
Mawikwe Bay,9/12/2018,46.8858,-91.0527,NPS,0,1,Lake,NA,none,18,none,NA,none,23.7,none,0.932,none,NA,none,1.59,none,NA,none,0.058,none,0.103,none,0.05,none,0.204,none,35.9,none,1.53,none,NA,none,NA,none,NA,none
Mawikwe Bay,9/12/2018,46.8858,-91.0527,NPS,0,2,Lake,NA,none,20,none,NA,none,NA,none,NA,none,NA,none,1.74,none,NA,none,NA,none,NA,none,0.05,none,NA,none,NA,none,1.29,none,NA,none,NA,none,NA,none
Siskiwit River,9/12/2018,46.8547,-91.0916,NPS,0,1,Watershed,NA,none,33.3,none,NA,none,1.99,none,NA,none,NA,none,2.15,none,NA,none,0.404,none,0.925,none,0.201,none,2.082,none,217,none,1.2,none,NA,none,NA,none,NA,none
Siskiwit River,9/12/2018,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,31.8,none,NA,none,NA,none,NA,none,NA,none,2.93,none,NA,none,NA,none,NA,none,0.218,none,NA,none,NA,none,1.24,none,NA,none,NA,none,NA,none
Brule River,9/26/2018,46.7053,-91.6039,NPS,0,1,Watershed,NA,none,66,none,NA,none,3.56,none,0.254,none,NA,none,4.01,none,NA,none,0.274,none,0.492,none,0.332,none,1.117,none,207,none,2.27,none,NA,none,NA,none,NA,none
Brule River,9/26/2018,46.7053,-91.6039,NPS,0,2,Watershed,NA,none,69.8,none,NA,none,NA,none,NA,none,NA,none,3.86,none,NA,none,NA,none,NA,none,0.343,none,NA,none,NA,none,2.31,none,NA,none,NA,none,NA,none
Cranberry River,9/26/2018,46.7888,-91.2732,NPS,0,1,Watershed,NA,none,34.3,none,NA,none,4.83,none,0.138,none,NA,none,1.7,none,NA,none,0.327,none,0.44,none,0.19,none,0.766,none,187,none,0.816,none,NA,none,NA,none,NA,none
Cranberry River,9/26/2018,46.7888,-91.2732,NPS,0,2,Watershed,NA,none,35.4,none,NA,none,NA,none,NA,none,NA,none,1.44,none,NA,none,NA,none,NA,none,0.205,none,NA,none,NA,none,0.82,none,NA,none,NA,none,NA,none
Flag River,9/26/2018,46.7818,-91.3725,NPS,0,1,Watershed,NA,none,51.9,none,NA,none,3.14,none,0.293,none,NA,none,2.52,none,NA,none,0.296,none,0.486,none,0.47,none,0.9,none,226,none,0.507,none,NA,none,NA,none,NA,none
Flag River,9/26/2018,46.7818,-91.3725,NPS,0,2,Watershed,NA,none,50.1,none,NA,none,NA,none,NA,none,NA,none,2.6,none,NA,none,NA,none,NA,none,0.395,none,NA,none,NA,none,0.633,none,NA,none,NA,none,NA,none
Mawikwe Bay,9/26/2018,46.8858,-91.0527,NPS,0,1,Lake,NA,none,20.7,none,NA,none,23.6,none,0.845,none,NA,none,2,none,NA,none,NA,bdl,0.108,none,0.083,none,0.219,none,37.7,none,1.07,none,NA,none,NA,none,NA,none
Mawikwe Bay,9/26/2018,46.8858,-91.0527,NPS,0,2,Lake,NA,none,21,none,NA,none,NA,none,NA,none,NA,none,1.91,none,NA,none,NA,none,NA,none,0.081,none,NA,none,NA,none,1.02,none,NA,none,NA,none,NA,none
Siskiwit River,9/26/2018,46.8547,-91.0916,NPS,0,1,Watershed,NA,none,26.6,none,NA,none,2.41,none,0.211,none,NA,none,1.67,none,NA,none,0.455,none,0.675,none,0.186,none,0.919,none,196,none,1.25,none,NA,none,NA,none,NA,none
Siskiwit River,9/26/2018,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,30,none,NA,none,NA,none,NA,none,NA,none,1.72,none,NA,none,NA,none,NA,none,0.175,none,NA,none,NA,none,1.29,none,NA,none,NA,none,NA,none
LLO Buoy NS,5/15/2019,46.8603,-91.9281,NPS,10,1,Lake,NA,none,11.2,none,NA,none,26.6,none,0.201,none,NA,none,0.952,none,NA,none,0.02,none,0.123,none,0.058,none,0.125,none,44.5,none,0.869,none,NA,none,0.634,none,NA,none
LLO Buoy NS,5/15/2019,46.8603,-91.9281,NPS,10,2,Lake,NA,none,10.8,none,NA,none,NA,none,NA,none,NA,none,0.932,none,NA,none,NA,none,NA,none,0.071,none,NA,none,NA,none,0.428,none,NA,none,1,none,NA,none
LLO Buoy NS,5/15/2019,46.8603,-91.9281,NPS,10,3,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.808,none,NA,none
LLO Buoy NS,5/15/2019,46.8603,-91.9281,NPS,10,4,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.611,none,NA,none
LLO Buoy NS,5/15/2019,46.8603,-91.9281,NPS,2,1,Lake,NA,none,11.4,none,NA,none,27.1,none,0.38,none,NA,none,0.952,none,NA,none,0.047,none,0.05,none,0.067,none,0.083,none,51.9,none,1.06,none,NA,none,0.91,none,NA,none
LLO Buoy NS,5/15/2019,46.8603,-91.9281,NPS,2,2,Lake,NA,none,11.9,none,NA,none,NA,none,NA,none,NA,none,1.2,none,NA,none,NA,none,NA,none,0.062,none,NA,none,NA,none,0.93,none,NA,none,0.644,none,NA,none
LLO Buoy NS,5/15/2019,46.8603,-91.9281,NPS,2,3,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.554,none,NA,none
LLO Buoy NS,5/15/2019,46.8603,-91.9281,NPS,2,4,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.729,none,NA,none
LLO Buoy OS,5/21/2019,46.8143,-91.8282,NPS,2,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,1.04,none,NA,none,0.998,none,NA,none
LLO Buoy OS,5/21/2019,46.8143,-91.8282,NPS,2,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,1.01,none,NA,none,0.62,none,NA,none
LLO Buoy OS,5/21/2019,46.8143,-91.8282,NPS,2,3,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.785,none,NA,none
LLO Buoy OS,5/21/2019,46.8143,-91.8282,NPS,2,4,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.82,none,NA,none
Bark Bay,5/28/2019,46.8508,-91.1747,NPS,0,1,Lake,NA,none,19.6,none,NA,none,25.4,none,0.296,none,NA,none,1.6,none,NA,none,0.04,none,0.051,none,0.102,none,0.174,none,46.7,none,1.03,none,NA,none,NA,none,NA,none
Bark Bay,5/28/2019,46.8508,-91.1747,NPS,0,2,Lake,NA,none,20,none,NA,none,NA,none,NA,none,NA,none,1.56,none,NA,none,NA,none,NA,none,0.106,none,NA,none,NA,none,1.42,none,NA,none,NA,none,NA,none
Brule River,5/28/2019,46.7053,-91.6039,NPS,0,1,Watershed,NA,none,69.5,none,NA,none,4.11,none,0.492,none,NA,none,2.91,none,NA,none,0.17,none,0.262,none,0.474,none,1.183,none,159,none,1.6,none,NA,none,NA,none,NA,none
Brule River,5/28/2019,46.7053,-91.6039,NPS,0,2,Watershed,NA,none,72.8,none,NA,none,NA,none,NA,none,NA,none,3.05,none,NA,none,NA,none,NA,none,0.472,none,NA,none,NA,none,1.76,none,NA,none,NA,none,NA,none
Cranberry River,5/28/2019,46.7888,-91.2732,NPS,0,1,Watershed,NA,none,50.7,none,NA,none,3.27,none,0.344,none,NA,none,1.74,none,NA,none,0.434,none,0.48,none,0.33,none,0.756,none,225,none,0.674,none,NA,none,NA,none,NA,none
Cranberry River,5/28/2019,46.7888,-91.2732,NPS,0,2,Watershed,NA,none,47.3,none,NA,none,NA,none,NA,none,NA,none,1.7,none,NA,none,NA,none,NA,none,0.296,none,NA,none,NA,none,0.565,none,NA,none,NA,none,NA,none
Flag River,5/28/2019,46.7818,-91.3725,NPS,0,1,Watershed,NA,none,65.9,none,NA,none,1.92,none,0.723,none,NA,none,1.83,none,NA,none,0.258,none,0.258,none,0.374,none,0.976,none,235,none,0.26,none,NA,none,NA,none,NA,none
Flag River,5/28/2019,46.7818,-91.3725,NPS,0,2,Watershed,NA,none,69.3,none,NA,none,NA,none,NA,none,NA,none,1.77,none,NA,none,NA,none,NA,none,0.372,none,NA,none,NA,none,0.302,none,NA,none,NA,none,NA,none
Lost Creek #2,5/28/2019,46.8423,-91.1347,NPS,0,1,Watershed,NA,none,55.7,none,NA,none,0.241,none,0.394,none,NA,none,1.32,none,NA,none,0.536,none,0.335,none,0.254,none,0.891,none,260,none,0.368,none,NA,none,NA,none,NA,none
Lost Creek #2,5/28/2019,46.8423,-91.1347,NPS,0,2,Watershed,NA,none,54.3,none,NA,none,NA,none,NA,none,NA,none,NA,bdl,NA,none,NA,none,NA,none,0.278,none,NA,none,NA,none,0.346,none,NA,none,NA,none,NA,none
Lost Creek Outlet,5/28/2019,46.8597,-91.1369,NPS,0,1,Lake,NA,none,51.7,none,NA,none,16.2,none,0.419,none,NA,none,3.35,none,NA,none,0.041,none,0.115,none,0.323,none,0.575,none,67.2,none,1.4,none,NA,none,NA,none,NA,none
Lost Creek Outlet,5/28/2019,46.8597,-91.1369,NPS,0,2,Lake,NA,none,49.8,none,NA,none,NA,none,NA,none,NA,none,3.32,none,NA,none,NA,none,NA,none,0.329,none,NA,none,NA,none,0.883,none,NA,none,NA,none,NA,none
Mawikwe Bay OS,5/28/2019,46.885,-91.0518,NPS,0,1,Lake,NA,none,13.5,none,NA,none,26.9,none,0.223,none,NA,none,1.27,none,NA,none,0.008,none,0.026,none,0.072,none,0.176,none,43.9,none,1.53,none,NA,none,NA,none,NA,none
Mawikwe Bay OS,5/28/2019,46.885,-91.0518,NPS,0,2,Lake,NA,none,13.6,none,NA,none,NA,none,NA,none,NA,none,1.35,none,NA,none,NA,none,NA,none,0.08,none,NA,none,NA,none,1.61,none,NA,none,NA,none,NA,none
Siskiwit Bay NS,5/28/2019,46.8584,-91.1095,NPS,0,1,Lake,NA,none,19.3,none,NA,none,24.7,none,0.189,none,NA,none,1.58,none,NA,none,0.013,none,0.117,none,0.127,none,0.262,none,45.7,none,1.69,none,NA,none,NA,none,NA,none
Siskiwit Bay NS,5/28/2019,46.8584,-91.1095,NPS,0,2,Lake,NA,none,19.7,none,NA,none,NA,none,NA,none,NA,none,1.71,none,NA,none,NA,none,NA,none,0.131,none,NA,none,NA,none,1.65,none,NA,none,NA,none,NA,none
Siskiwit Bay OS,5/28/2019,46.8643,-91.1134,NPS,0,1,Lake,NA,none,16.1,none,NA,none,26.8,none,0.31,none,NA,none,1.63,none,NA,none,0.051,none,0.06,none,0.094,none,0.019,none,48.1,none,1.3,none,NA,none,NA,none,NA,none
Siskiwit Bay OS,5/28/2019,46.8643,-91.1134,NPS,0,2,Lake,NA,none,16.5,none,NA,none,NA,none,NA,none,NA,none,1.65,none,NA,none,NA,none,NA,none,0.098,none,NA,none,NA,none,1.39,none,NA,none,NA,none,NA,none
Siskiwit Lake,5/28/2019,46.7962,-91.1226,NPS,0,1,Watershed,NA,none,61.2,none,NA,none,5.2,none,0.778,none,NA,none,4.75,none,NA,none,NA,bdl,0.201,none,0.34,none,0.557,none,17,none,2.82,none,NA,none,NA,none,NA,none
Siskiwit Lake,5/28/2019,46.7962,-91.1226,NPS,0,2,Watershed,NA,none,68.7,none,NA,none,NA,none,NA,none,NA,none,6.25,none,NA,none,NA,none,NA,none,0.338,none,NA,none,NA,none,2.71,none,NA,none,NA,none,NA,none
Siskiwit Outlet,5/28/2019,46.8597,-91.1047,NPS,0,1,Lake,NA,none,33.5,none,NA,none,21.8,none,0.331,none,NA,none,2.14,none,NA,none,0.026,none,0.072,none,0.224,none,0.333,none,49.6,none,1.34,none,NA,none,NA,none,NA,none
Siskiwit Outlet,5/28/2019,46.8597,-91.1047,NPS,0,2,Lake,NA,none,33.4,none,NA,none,NA,none,NA,none,NA,none,2.06,none,NA,none,NA,none,NA,none,0.233,none,NA,none,NA,none,0.559,none,NA,none,NA,none,NA,none
Siskiwit River,5/28/2019,46.8547,-91.0916,NPS,0,1,Watershed,NA,none,71.9,none,NA,none,1.44,none,0.529,none,NA,none,2.56,none,NA,none,0.343,none,0.405,none,0.425,none,0.846,none,179,none,0.762,none,NA,none,NA,none,NA,none
Siskiwit River,5/28/2019,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,70.3,none,NA,none,NA,none,NA,none,NA,none,2.65,none,NA,none,NA,none,NA,none,0.466,none,NA,none,NA,none,0.941,none,NA,none,NA,none,NA,none
Bark Bay,6/5/2019,46.8508,-91.1747,NPS,0,1,Lake,NA,none,16.8,none,NA,none,25.9,none,0.262,none,NA,none,1.46,none,NA,none,0.048,none,0.098,none,0.068,none,0.027,none,42.8,none,1.69,none,NA,none,0.578,none,NA,none
Bark Bay,6/5/2019,46.8508,-91.1747,NPS,0,2,Lake,NA,none,16.8,none,NA,none,NA,none,NA,none,NA,none,1.49,none,NA,none,NA,none,NA,none,0.065,none,NA,none,NA,none,1.68,none,NA,none,0.831,none,NA,none
Siskiwit Bay OS,6/5/2019,46.8643,-91.1134,NPS,0,1,Lake,NA,none,18.2,none,NA,none,25.3,none,0.362,none,NA,none,1.64,none,NA,none,NA,bdl,0.052,none,0.061,none,0.221,none,60.4,none,1.31,none,NA,none,0.865,none,NA,none
Siskiwit Bay OS,6/5/2019,46.8643,-91.1134,NPS,0,2,Lake,NA,none,18.1,none,NA,none,NA,none,NA,none,NA,none,1.54,none,NA,none,NA,none,NA,none,0.076,none,NA,none,NA,none,1.57,none,NA,none,0.815,none,NA,none
Bark Bay OS,6/11/2019,46.8724,-91.1582,NPS,0,1,Lake,NA,none,15.1,none,NA,none,26.3,none,0.161,none,NA,none,1.45,none,NA,none,0.0375,none,0.046,none,0.054,none,0.093,none,44.4,none,1.23,none,NA,none,0.738,none,NA,none
Bark Bay OS,6/11/2019,46.8724,-91.1582,NPS,0,2,Lake,NA,none,15.1,none,NA,none,NA,none,NA,none,NA,none,1.53,none,NA,none,NA,none,NA,none,0.064,none,NA,none,NA,none,1.12,none,NA,none,0.779,none,NA,none
Cranberry River,6/11/2019,46.7888,-91.2732,NPS,0,1,Watershed,NA,none,24,none,NA,none,1.33,none,0.676,none,NA,none,1.12,none,NA,none,0.368,none,0.394,none,0.172,none,0.673,none,263,none,1.01,none,NA,none,NA,none,NA,none
Cranberry River,6/11/2019,46.7888,-91.2732,NPS,0,2,Watershed,NA,none,26.4,none,NA,none,NA,none,NA,none,NA,none,1.09,none,NA,none,NA,none,NA,none,0.183,none,NA,none,NA,none,1.05,none,NA,none,NA,none,NA,none
Lost Creek #2,6/11/2019,46.8423,-91.1347,NPS,0,1,Watershed,NA,none,21.9,none,NA,none,1.54,none,0.684,none,NA,none,1.31,none,NA,none,0.4,none,0.451,none,0.196,none,0.701,none,272,none,0.674,none,NA,none,NA,none,NA,none
Lost Creek #2,6/11/2019,46.8423,-91.1347,NPS,0,2,Watershed,NA,none,24.5,none,NA,none,NA,none,NA,none,NA,none,1.41,none,NA,none,NA,none,NA,none,0.198,none,NA,none,NA,none,0.648,none,NA,none,NA,none,NA,none
Mawikwe Bay OS,6/11/2019,46.885,-91.0518,NPS,0,1,Lake,NA,none,12.4,none,NA,none,27.2,none,0.399,none,NA,none,1.05,none,NA,none,0.0325,none,0.121,none,0.053,none,0.099,none,39.7,none,0.699,none,NA,none,0.632,none,NA,none
Mawikwe Bay OS,6/11/2019,46.885,-91.0518,NPS,0,2,Lake,NA,none,12.2,none,NA,none,NA,none,NA,none,NA,none,1.04,none,NA,none,NA,none,NA,none,0.057,none,NA,none,NA,none,0.689,none,NA,none,0.691,none,NA,none
Siskiwit Bay NS,6/11/2019,46.8584,-91.1095,NPS,0,1,Lake,NA,none,13.1,none,NA,none,24.9,none,0.174,none,NA,none,1.27,none,NA,none,0.043,none,0.132,none,0.052,none,0.106,none,41.2,none,1,none,NA,none,NA,none,NA,none
Siskiwit Bay NS,6/11/2019,46.8584,-91.1095,NPS,0,2,Lake,NA,none,13.4,none,NA,none,NA,none,NA,none,NA,none,1.45,none,NA,none,NA,none,NA,none,0.051,none,NA,none,NA,none,1,none,NA,none,NA,none,NA,none
Siskiwit Bay OS,6/11/2019,46.8643,-91.1134,NPS,0,1,Lake,NA,none,14.3,none,NA,none,27.4,none,0.169,none,NA,none,1.28,none,NA,none,0.0315,none,0.12,none,0.051,none,0.082,none,40.5,none,1.06,none,NA,none,0.68,none,NA,none
Siskiwit Bay OS,6/11/2019,46.8643,-91.1134,NPS,0,2,Lake,NA,none,14.5,none,NA,none,NA,none,NA,none,NA,none,1.27,none,NA,none,NA,none,NA,none,0.047,none,NA,none,NA,none,1.08,none,NA,none,0.75,none,NA,none
Siskiwit Lake,6/11/2019,46.7962,-91.1226,NPS,0,1,Watershed,NA,none,198,none,NA,none,1.27,none,0.818,none,NA,none,14.9,none,NA,none,NA,bdl,0.144,none,0.807,none,1.403,none,14.2,none,9.02,none,NA,none,NA,none,NA,none
