Site,Date,Latitude,Longitude,Project,Depth,Rep,Type,DOC,DOCFlag,POC,POCFlag,POC2,POC2Flag,NO3,NO3Flag,NH3,NH3Flag,TDN,TDNFlag,PON,PONFlag,PON2,PON2Flag,SRP,SRPFlag,TDP,TDPFlag,PP,PPFlag,TP,TPFlag,SRSi,SiFlag,Chl,ChlFlag,Chl2,Chl2Flag,Phyco,PhycoFlag,TSS,TSSFlag
PS10,8/7/2018,46.5593,-91.8008,NPS,0,1,Watershed,1230,none,66.6,none,NA,none,0.399,none,0.397,none,50.8,none,5.74,none,NA,none,0.103,none,0.382,none,0.299,none,1.001,none,NA,none,0.458,none,NA,none,NA,none,NA,none
PS10,8/7/2018,46.5593,-91.8008,NPS,0,2,Watershed,NA,none,70.8,none,NA,none,NA,none,NA,none,NA,none,5.85,none,NA,none,NA,none,NA,none,0.309,none,NA,none,NA,none,3.44,none,NA,none,NA,none,NA,none
PS13,8/7/2018,46.8008,-91.1079,NPS,0,1,Watershed,1540,none,101,none,NA,none,0.12,none,0.66,none,41.8,none,6.71,none,NA,none,0.058,none,0.299,none,0.259,none,0.648,none,NA,none,0.746,none,NA,none,NA,none,NA,none
PS13,8/7/2018,46.8008,-91.1079,NPS,0,2,Watershed,NA,none,89,none,NA,none,NA,none,NA,none,NA,none,6.52,none,NA,none,NA,none,NA,none,0.266,none,NA,none,NA,none,1.83,none,NA,none,NA,none,NA,none
PS15,8/7/2018,46.8312,-91.2658,NPS,0,1,Watershed,140,none,47,none,NA,none,0.791,none,0.656,none,8.07,none,2.06,none,NA,none,0.165,none,0.204,none,0.269,none,0.731,none,NA,none,0.208,none,NA,none,NA,none,NA,none
PS15,8/7/2018,46.8312,-91.2658,NPS,0,2,Watershed,NA,none,46.7,none,NA,none,NA,none,NA,none,NA,none,2.07,none,NA,none,NA,none,NA,none,0.243,none,NA,none,NA,none,0.168,none,NA,none,NA,none,NA,none
PS17,8/7/2018,46.8496,-91.1951,NPS,0,1,Watershed,1300,none,157,none,NA,none,NA,bdl,NA,none,42.1,none,6.79,none,NA,none,0.082,none,0.151,none,0.365,none,0.63,none,NA,none,1.38,none,NA,none,NA,none,NA,none
PS17,8/7/2018,46.8496,-91.1951,NPS,0,2,Watershed,NA,none,157,none,NA,none,NA,none,NA,none,NA,none,7.24,none,NA,none,NA,none,NA,none,0.295,none,NA,none,NA,none,0.648,none,NA,none,NA,none,NA,none
PS18,8/7/2018,46.7948,-91.0941,NPS,0,1,Watershed,3540,none,282,none,NA,none,1.17,none,0.888,none,85.8,none,20.6,none,NA,none,0.261,none,1.1,none,0.665,none,1.542,none,NA,none,3.42,none,NA,none,NA,none,NA,none
PS18,8/7/2018,46.7948,-91.0941,NPS,0,2,Watershed,NA,none,290,none,NA,none,NA,none,NA,none,NA,none,20.3,none,NA,none,NA,none,NA,none,0.676,none,NA,none,NA,none,2.43,none,NA,none,NA,none,NA,none
PS19,8/7/2018,46.8339,-91.2608,NPS,0,1,Watershed,1130,none,290,none,NA,none,0.391,none,0.574,none,50.6,none,27.6,none,NA,none,0.127,none,0.387,none,4.88,none,4.139,none,NA,none,15.4,none,NA,none,NA,none,NA,none
PS19,8/7/2018,46.8339,-91.2608,NPS,0,2,Watershed,NA,none,288,none,NA,none,NA,none,NA,none,NA,none,30,none,NA,none,NA,none,NA,none,2.5,none,NA,none,NA,none,22.1,none,NA,none,NA,none,NA,none
PS20,8/7/2018,46.7952,-91.1209,NPS,0,1,Watershed,1220,none,99.2,none,NA,none,0.481,none,0.633,none,35.6,none,4.3,none,NA,none,0.057,none,0.353,none,0.366,none,1.005,none,NA,none,2.87,none,NA,none,NA,none,NA,none
PS20,8/7/2018,46.7952,-91.1209,NPS,0,2,Watershed,NA,none,92.5,none,NA,none,NA,none,NA,none,NA,none,6.53,none,NA,none,NA,none,NA,none,0.412,none,NA,none,NA,none,0.762,none,NA,none,NA,none,NA,none
PS23,8/7/2018,46.5767,-91.7921,NPS,0,1,Watershed,1260,none,33.7,none,NA,none,4.64,none,0.751,none,49.1,none,2.09,none,NA,none,0.218,none,0.445,none,0.154,none,0.928,none,NA,none,0.415,none,NA,none,NA,none,NA,none
PS23,8/7/2018,46.5767,-91.7921,NPS,0,2,Watershed,NA,none,38.5,none,NA,none,NA,none,NA,none,NA,none,2.25,none,NA,none,NA,none,NA,none,0.125,none,NA,none,NA,none,0.373,none,NA,none,NA,none,NA,none
PS25,8/7/2018,46.5609,-91.9188,NPS,0,1,Watershed,2000,none,111,none,NA,none,0.502,none,0.805,none,67.1,none,9.08,none,NA,none,0.073,none,0.679,none,0.436,none,1.453,none,NA,none,1.41,none,NA,none,NA,none,NA,none
PS25,8/7/2018,46.5609,-91.9188,NPS,0,2,Watershed,NA,none,117,none,NA,none,NA,none,NA,none,NA,none,9.05,none,NA,none,NA,none,NA,none,0.428,none,NA,none,NA,none,1.71,none,NA,none,NA,none,NA,none
PS26,8/7/2018,46.7736,-91.347,NPS,0,1,Watershed,137,none,44,none,NA,none,0.023,none,0.353,none,7.92,none,2.14,none,NA,none,0.181,none,0.242,none,0.307,none,1.033,none,NA,none,0.555,none,NA,none,NA,none,NA,none
PS26,8/7/2018,46.7736,-91.347,NPS,0,2,Watershed,NA,none,51,none,NA,none,NA,none,NA,none,NA,none,1.96,none,NA,none,NA,none,NA,none,0.299,none,NA,none,NA,none,0.513,none,NA,none,NA,none,NA,none
PS29,8/7/2018,46.8439,-91.1372,NPS,0,1,Watershed,170,none,74,none,NA,none,2.74,none,0.798,none,8.57,none,2.89,none,NA,none,0.3,none,0.461,none,0.353,none,1.446,none,NA,none,0.83,none,NA,none,NA,none,NA,none
PS29,8/7/2018,46.8439,-91.1372,NPS,0,2,Watershed,NA,none,107,none,NA,none,NA,none,NA,none,NA,none,5.74,none,NA,none,NA,none,NA,none,0.37,none,NA,none,NA,none,0.318,none,NA,none,NA,none,NA,none
PS31,8/7/2018,46.7296,-91.425,NPS,0,1,Watershed,1990,none,165,none,NA,none,0.324,none,0.514,none,106,none,13.9,none,NA,none,0.787,none,3.16,none,1.71,none,13.82,none,NA,none,3.17,none,NA,none,NA,none,NA,none
PS31,8/7/2018,46.7296,-91.425,NPS,0,2,Watershed,NA,none,177,none,NA,none,NA,none,NA,none,NA,none,15.5,none,NA,none,NA,none,NA,none,1.51,none,NA,none,NA,none,4.5,none,NA,none,NA,none,NA,none
PS32,8/7/2018,46.7938,-91.3652,NPS,0,1,Watershed,742,none,209,none,NA,none,1.72,none,1.34,none,25.7,none,12.9,none,NA,none,0.195,none,0.353,none,1.26,none,1.142,none,NA,none,0.809,none,NA,none,NA,none,NA,none
PS32,8/7/2018,46.7938,-91.3652,NPS,0,2,Watershed,NA,none,201,none,NA,none,NA,none,NA,none,NA,none,12.5,none,NA,none,NA,none,NA,none,1.29,none,NA,none,NA,none,3.98,none,NA,none,NA,none,NA,none
PS35,8/7/2018,46.5686,-91.9353,NPS,0,1,Watershed,517,none,72,none,NA,none,1.81,none,NA,none,25.4,none,5.16,none,NA,none,0.204,none,0.32,none,0.597,none,1.884,none,NA,none,0.264,none,NA,none,NA,none,NA,none
PS35,8/7/2018,46.5686,-91.9353,NPS,0,2,Watershed,NA,none,74.2,none,NA,none,NA,none,NA,none,NA,none,5.37,none,NA,none,NA,none,NA,none,0.581,none,NA,none,NA,none,0.29,none,NA,none,NA,none,NA,none
PS36,8/7/2018,46.6854,-91.864,NPS,0,1,Watershed,1210,none,80.6,none,NA,none,1.68,none,1.25,none,45.5,none,5.15,none,NA,none,0.117,none,0.506,none,0.575,none,1.755,none,NA,none,0.409,none,NA,none,NA,none,NA,none
PS36,8/7/2018,46.6854,-91.864,NPS,0,2,Watershed,NA,none,81.4,none,NA,none,NA,none,NA,none,NA,none,5.24,none,NA,none,NA,none,NA,none,0.599,none,NA,none,NA,none,0.413,none,NA,none,NA,none,NA,none
PS37,8/7/2018,46.7991,-91.0619,NPS,0,1,Watershed,197,none,48.6,none,NA,none,0.3,none,0.203,none,8.21,none,4.55,none,NA,none,0.103,none,0.113,none,0.295,none,0.785,none,NA,none,1.46,none,NA,none,NA,none,NA,none
PS37,8/7/2018,46.7991,-91.0619,NPS,0,2,Watershed,NA,none,49.8,none,NA,none,NA,none,NA,none,NA,none,5,none,NA,none,NA,none,NA,none,0.282,none,NA,none,NA,none,1.92,none,NA,none,NA,none,NA,none
PS38,8/7/2018,46.8429,-91.176,NPS,0,1,Watershed,112,none,71.2,none,NA,none,3.54,none,0.838,none,8.21,none,3,none,NA,none,0.629,none,0.741,none,0.368,none,1.437,none,NA,none,0.19,none,NA,none,NA,none,NA,none
PS38,8/7/2018,46.8429,-91.176,NPS,0,2,Watershed,NA,none,74,none,NA,none,NA,none,NA,none,NA,none,3.38,none,NA,none,NA,none,NA,none,0.367,none,NA,none,NA,none,0.157,none,NA,none,NA,none,NA,none
PS39,8/7/2018,46.6966,-91.6022,NPS,0,1,Watershed,264,none,58.4,none,NA,none,NA,bdl,0.296,none,13.1,none,4.25,none,NA,none,0.122,none,0.278,none,0.336,none,0.717,none,NA,none,0.6,none,NA,none,NA,none,NA,none
PS39,8/7/2018,46.6966,-91.6022,NPS,0,2,Watershed,NA,none,59.9,none,NA,none,NA,none,NA,none,NA,none,3.86,none,NA,none,NA,none,NA,none,0.361,none,NA,none,NA,none,0.673,none,NA,none,NA,none,NA,none
PS4,8/7/2018,46.7833,-91.3971,NPS,0,1,Watershed,597,none,176,none,NA,none,0.206,none,0.621,none,31.9,none,15,none,NA,none,0.194,none,0.63,none,1.06,none,1.914,none,NA,none,4.32,none,NA,none,NA,none,NA,none
PS4,8/7/2018,46.7833,-91.3971,NPS,0,2,Watershed,NA,none,182,none,NA,none,NA,none,NA,none,NA,none,15.6,none,NA,none,NA,none,NA,none,1.14,none,NA,none,NA,none,5.53,none,NA,none,NA,none,NA,none
PS7,8/7/2018,46.6173,-91.6788,NPS,0,1,Watershed,1000,none,200,none,NA,none,NA,bdl,0.596,none,36.1,none,20.9,none,NA,none,0.071,none,0.469,none,1.12,none,2.121,none,NA,none,5.81,none,NA,none,NA,none,NA,none
PS7,8/7/2018,46.6173,-91.6788,NPS,0,2,Watershed,NA,none,208,none,NA,none,NA,none,NA,none,NA,none,20.7,none,NA,none,NA,none,NA,none,1.13,none,NA,none,NA,none,8.92,none,NA,none,NA,none,NA,none
PS8,8/7/2018,46.6443,-91.7205,NPS,0,1,Watershed,1010,none,64.7,none,NA,none,0.306,none,0.726,none,34.1,none,3.64,none,NA,none,0.09,none,0.353,none,0.395,none,1.512,none,NA,none,0.459,none,NA,none,NA,none,NA,none
PS8,8/7/2018,46.6443,-91.7205,NPS,0,2,Watershed,NA,none,62.5,none,NA,none,NA,none,NA,none,NA,none,3.97,none,NA,none,NA,none,NA,none,0.43,none,NA,none,NA,none,0.389,none,NA,none,NA,none,NA,none
PS9,8/7/2018,46.7366,-91.477,NPS,0,1,Watershed,259,none,41.2,none,NA,none,0.175,none,0.502,none,11,none,2.53,none,NA,none,0.153,none,0.238,none,0.297,none,1.229,none,NA,none,0.175,none,NA,none,NA,none,NA,none
PS9,8/7/2018,46.7366,-91.477,NPS,0,2,Watershed,NA,none,44.2,none,NA,none,NA,none,NA,none,NA,none,3.79,none,NA,none,NA,none,NA,none,0.318,none,NA,none,NA,none,0.455,none,NA,none,NA,none,NA,none
Siskiwit River,8/7/2018,46.8547,-91.0916,NPS,0,1,Watershed,258,none,22.7,none,NA,none,0.118,none,0.25,none,8.42,none,1.43,none,NA,none,0.303,none,0.505,none,0.159,none,1.63,none,202,none,0.297,none,NA,none,NA,none,NA,none
Siskiwit River,8/7/2018,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,23.8,none,NA,none,NA,none,NA,none,NA,none,1.59,none,NA,none,NA,none,NA,none,0.168,none,NA,none,NA,none,0.771,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/9/2018,46.8858,-91.0527,NPS,0,1,Lake,60.4,none,360,none,NA,none,23.3,none,0.196,none,32.5,none,53.9,none,NA,none,0.035,none,0.02,none,0.845,none,0.694,none,42.9,none,3.22,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/9/2018,46.8858,-91.0527,NPS,0,2,Lake,NA,none,376,none,NA,none,NA,none,NA,none,NA,none,58,none,NA,none,NA,none,NA,none,0.896,none,NA,none,NA,none,3.11,none,NA,none,NA,none,NA,none
Siskiwit Beach,8/9/2018,46.8596,-91.1,NPS,0,1,Lake,58.8,none,3750,none,NA,none,12.7,none,0.164,none,30.1,none,647,none,NA,none,0.09,none,0.274,none,7.86,none,34.12,none,40.7,none,18.5,none,NA,none,NA,none,NA,none
Siskiwit Beach,8/9/2018,46.8596,-91.1,NPS,0,2,Lake,NA,none,3930,none,NA,none,NA,none,NA,none,NA,none,660,none,NA,none,NA,none,NA,none,8.4,none,NA,none,NA,none,72.8,none,NA,none,NA,none,NA,none
Brule Mouth,8/10/2018,46.7471,-91.6116,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.138,none,NA,none,NA,none,NA,none
Brule Mouth,8/10/2018,46.7471,-91.6116,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.139,none,NA,none,NA,none,NA,none
Herbster Beach,8/10/2018,46.8345,-91.2632,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.171,none,NA,none,NA,none,NA,none
Herbster Beach,8/10/2018,46.8345,-91.2632,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.67,none,NA,none,NA,none,NA,none
Little Sand Bay Beach,8/10/2018,46.9468,-90.8902,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.845,none,NA,none,NA,none,NA,none
Little Sand Bay Beach,8/10/2018,46.9468,-90.8902,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.125,none,NA,none,NA,none,NA,none
Lost Creek Beach,8/10/2018,46.8598,-91.1368,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.331,none,NA,none,NA,none,NA,none
Lost Creek Beach,8/10/2018,46.8598,-91.1368,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.095,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/10/2018,46.8858,-91.0527,NPS,0,1,Lake,61.4,none,298,none,NA,none,23,none,0.209,none,30.4,none,44.1,none,NA,none,0.025,none,0.062,none,0.614,none,0.66,none,44.4,none,1.62,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/10/2018,46.8858,-91.0527,NPS,0,2,Lake,NA,none,307,none,NA,none,NA,none,NA,none,NA,none,45.4,none,NA,none,NA,none,NA,none,0.631,none,NA,none,NA,none,12.9,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/10/2018,46.8858,-91.0527,NPS,2,1,Lake,60.9,none,84.5,none,NA,none,22.8,none,0.136,none,30.3,none,10.3,none,NA,none,0.017,none,0.057,none,0.254,none,0.54,none,41.4,none,0.259,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/10/2018,46.8858,-91.0527,NPS,2,2,Lake,NA,none,81.5,none,NA,none,NA,none,NA,none,NA,none,9.2,none,NA,none,NA,none,NA,none,0.265,none,NA,none,NA,none,1.45,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/10/2018,46.8858,-91.0527,NPS,9,1,Lake,64.9,none,24.8,none,NA,none,26.5,none,0.835,none,35.7,none,1.35,none,NA,none,0.035,none,0.019,none,0.092,none,0.271,none,42.4,none,0.062,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/10/2018,46.8858,-91.0527,NPS,9,2,Lake,NA,none,25.2,none,NA,none,NA,none,NA,none,NA,none,1.67,none,NA,none,NA,none,NA,none,0.095,none,NA,none,NA,none,0.156,none,NA,none,NA,none,NA,none
Mawikwe Bay NS,8/10/2018,46.8838,-91.0495,NPS,0,1,Lake,61.4,none,43.2,none,NA,none,23.5,none,0.925,none,33.9,none,4.22,none,NA,none,0.019,none,0.022,none,0.116,none,0.654,none,42.5,none,0.818,none,NA,none,NA,none,NA,none
Mawikwe Bay NS,8/10/2018,46.8838,-91.0495,NPS,0,2,Lake,NA,none,47.2,none,NA,none,NA,none,NA,none,NA,none,4.57,none,NA,none,NA,none,NA,none,0.12,none,NA,none,NA,none,0.346,none,NA,none,NA,none,NA,none
Mawikwe Bay OS,8/10/2018,46.885,-91.0518,NPS,0,1,Lake,62.2,none,24.4,none,NA,none,24,none,0.264,none,34.2,none,2.21,none,NA,none,0.031,none,0.03,none,0.078,none,0.2,none,41.9,none,0.4,none,NA,none,NA,none,NA,none
Mawikwe Bay OS,8/10/2018,46.885,-91.0518,NPS,0,2,Lake,NA,none,22.6,none,NA,none,NA,none,NA,none,NA,none,2.23,none,NA,none,NA,none,NA,none,0.074,none,NA,none,NA,none,0.291,none,NA,none,NA,none,NA,none
Mawikwe Beach,8/10/2018,46.8858,-91.0488,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.983,none,NA,none,NA,none,NA,none
Mawikwe Beach,8/10/2018,46.8858,-91.0488,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.334,none,NA,none,NA,none,NA,none
Park Point @ 16th ,8/10/2018,46.7549,-92.073,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Park Point @ 16th ,8/10/2018,46.7549,-92.073,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Port Wing Marina,8/10/2018,46.7922,-91.3838,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.136,none,NA,none,NA,none,NA,none
Port Wing Marina,8/10/2018,46.7922,-91.3838,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.71,none,NA,none,NA,none,NA,none
Sea Caves,8/10/2018,46.9028,-91.0355,NPS,0,1,Lake,60.6,none,45.7,none,NA,none,24,none,0.273,none,31.8,none,4.07,none,NA,none,0.024,none,0.039,none,0.107,none,0.516,none,41.9,none,0.749,none,NA,none,NA,none,NA,none
Sea Caves,8/10/2018,46.9028,-91.0355,NPS,0,2,Lake,NA,none,42.2,none,NA,none,NA,none,NA,none,NA,none,4.65,none,NA,none,NA,none,NA,none,0.113,none,NA,none,NA,none,1.01,none,NA,none,NA,none,NA,none
Siskiwit Beach,8/10/2018,46.8596,-91.1,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.615,none,NA,none,NA,none,NA,none
Siskiwit Beach,8/10/2018,46.8596,-91.1,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.563,none,NA,none,NA,none,NA,none
Brule River,8/15/2018,46.7053,-91.6039,NPS,0,1,Watershed,NA,none,45.8,none,NA,none,1.96,none,0.221,none,NA,none,2.77,none,NA,none,0.232,none,0.322,none,0.263,none,1.112,none,188,none,1.15,none,NA,none,NA,none,NA,none
Brule River,8/15/2018,46.7053,-91.6039,NPS,0,2,Watershed,NA,none,43.9,none,NA,none,NA,none,NA,none,NA,none,3.01,none,NA,none,NA,none,NA,none,0.265,none,NA,none,NA,none,1.42,none,NA,none,NA,none,NA,none
Cranberry River,8/15/2018,46.7888,-91.2732,NPS,0,1,Watershed,NA,none,57.3,none,NA,none,2.87,none,0.27,none,NA,none,3.05,none,NA,none,0.268,none,0.357,none,0.284,none,1.353,none,217,none,3.48,none,NA,none,NA,none,NA,none
Cranberry River,8/15/2018,46.7888,-91.2732,NPS,0,2,Watershed,NA,none,54.7,none,NA,none,NA,none,NA,none,NA,none,3.05,none,NA,none,NA,none,NA,none,0.293,none,NA,none,NA,none,3.66,none,NA,none,NA,none,NA,none
Flag River,8/15/2018,46.7818,-91.3725,NPS,0,1,Watershed,NA,none,41.6,none,NA,none,0.663,none,0.51,none,NA,none,0.914,none,NA,none,0.278,none,0.319,none,0.256,none,0.93,none,217,none,0.304,none,NA,none,NA,none,NA,none
Flag River,8/15/2018,46.7818,-91.3725,NPS,0,2,Watershed,NA,none,41.9,none,NA,none,NA,none,NA,none,NA,none,1.41,none,NA,none,NA,none,NA,none,0.292,none,NA,none,NA,none,1.12,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/15/2018,46.8858,-91.0527,NPS,0,1,Lake,NA,none,20.2,none,NA,none,22.1,none,0.901,none,NA,none,1.96,none,NA,none,0.0305,none,0.031,none,0.07,none,0.424,none,37.8,none,1.82,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/15/2018,46.8858,-91.0527,NPS,0,2,Lake,NA,none,19.4,none,NA,none,NA,none,NA,none,NA,none,1.86,none,NA,none,NA,none,NA,none,0.122,none,NA,none,NA,none,1.9,none,NA,none,NA,none,NA,none
Siskiwit River,8/15/2018,46.8547,-91.0916,NPS,0,1,Watershed,NA,none,33.2,none,NA,none,0.599,none,NA,none,NA,none,1.98,none,NA,none,0.352,none,0.498,none,0.218,none,1.092,none,211,none,1.38,none,NA,none,NA,none,NA,none
Siskiwit River,8/15/2018,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,29.7,none,NA,none,NA,none,NA,none,NA,none,1.97,none,NA,none,NA,none,NA,none,0.209,none,NA,none,NA,none,1.49,none,NA,none,NA,none,NA,none
Brule River,8/27/2018,46.7053,-91.6039,NPS,0,1,Watershed,1460,none,103,none,NA,none,2.49,none,0.755,none,40.1,none,5.82,none,NA,none,0.345,none,0.699,none,0.602,none,1.79,none,183,none,1.94,none,NA,none,NA,none,NA,none
Brule River,8/27/2018,46.7053,-91.6039,NPS,0,2,Watershed,NA,none,95.3,none,NA,none,NA,none,NA,none,NA,none,6.06,none,NA,none,NA,none,NA,none,0.592,none,NA,none,NA,none,1.85,none,NA,none,NA,none,NA,none
Cranberry River,8/27/2018,46.7888,-91.2732,NPS,0,1,Watershed,328,none,83.6,none,NA,none,4.82,none,0.548,none,13.4,none,2.93,none,NA,none,0.467,none,0.601,none,0.385,none,1.435,none,218,none,1.38,none,NA,none,NA,none,NA,none
Cranberry River,8/27/2018,46.7888,-91.2732,NPS,0,2,Watershed,NA,none,85.6,none,NA,none,NA,none,NA,none,NA,none,2.81,none,NA,none,NA,none,NA,none,0.446,none,NA,none,NA,none,1.42,none,NA,none,NA,none,NA,none
Flag River,8/27/2018,46.7818,-91.3725,NPS,0,1,Watershed,457,none,114,none,NA,none,4.76,none,0.823,none,17.6,none,5.92,none,NA,none,0.446,none,0.769,none,0.828,none,1.918,none,226,none,1.31,none,NA,none,NA,none,NA,none
Flag River,8/27/2018,46.7818,-91.3725,NPS,0,2,Watershed,NA,none,119,none,NA,none,NA,none,NA,none,NA,none,6.48,none,NA,none,NA,none,NA,none,0.808,none,NA,none,NA,none,1.23,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/27/2018,46.8858,-91.0527,NPS,0,1,Lake,NA,none,16.8,none,NA,none,22.3,none,0.225,none,NA,none,0.967,none,NA,none,0.045,none,0.268,none,0.061,none,0.177,none,42.7,none,0.142,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/27/2018,46.8858,-91.0527,NPS,0,2,Lake,NA,none,14.7,none,NA,none,NA,none,NA,none,NA,none,0.904,none,NA,none,NA,none,NA,none,0.056,none,NA,none,NA,none,0.598,none,NA,none,NA,none,NA,none
PS10,8/27/2018,46.5593,-91.8008,NPS,0,1,Watershed,1210,none,95.2,none,NA,none,1.56,none,0.482,none,44.4,none,8.06,none,NA,none,0.118,none,0.464,none,0.463,none,1.303,none,NA,none,2.88,none,NA,none,NA,none,NA,none
PS10,8/27/2018,46.5593,-91.8008,NPS,0,2,Watershed,NA,none,90.7,none,NA,none,NA,none,NA,none,NA,none,7.46,none,NA,none,NA,none,NA,none,0.455,none,NA,none,NA,none,2.73,none,NA,none,NA,none,NA,none
PS13,8/27/2018,46.8008,-91.1079,NPS,0,1,Watershed,1380,none,84.1,none,NA,none,NA,bdl,0.137,none,33.7,none,4.82,none,NA,none,0.047,none,0.235,none,0.255,none,0.645,none,NA,none,3.48,none,NA,none,NA,none,NA,none
PS13,8/27/2018,46.8008,-91.1079,NPS,0,2,Watershed,NA,none,84.1,none,NA,none,NA,none,NA,none,NA,none,4.82,none,NA,none,NA,none,NA,none,0.295,none,NA,none,NA,none,3.26,none,NA,none,NA,none,NA,none
PS15,8/27/2018,46.8312,-91.2658,NPS,0,1,Watershed,548,none,116,none,NA,none,3.14,none,NA,none,36.6,none,7.39,none,NA,none,0.301,none,0.491,none,1.21,none,2.194,none,NA,none,1.65,none,NA,none,NA,none,NA,none
PS15,8/27/2018,46.8312,-91.2658,NPS,0,2,Watershed,NA,none,121,none,NA,none,NA,none,NA,none,NA,none,8.41,none,NA,none,NA,none,NA,none,1.29,none,NA,none,NA,none,1.53,none,NA,none,NA,none,NA,none
PS17,8/27/2018,46.8496,-91.1951,NPS,0,1,Watershed,1130,none,367,none,NA,none,NA,bdl,0.898,none,36.8,none,18,none,NA,none,0.151,none,0.238,none,0.725,none,0.519,none,NA,none,5.69,none,NA,none,NA,none,NA,none
PS17,8/27/2018,46.8496,-91.1951,NPS,0,2,Watershed,NA,none,358,none,NA,none,NA,none,NA,none,NA,none,19.2,none,NA,none,NA,none,NA,none,0.666,none,NA,none,NA,none,5.99,none,NA,none,NA,none,NA,none
PS18,8/27/2018,46.7948,-91.0941,NPS,0,1,Watershed,3360,none,32.9,none,NA,none,1.38,none,NA,none,68.8,none,2.84,none,NA,none,0.414,none,1.14,none,0.128,none,1.407,none,NA,none,0.983,none,NA,none,NA,none,NA,none
PS18,8/27/2018,46.7948,-91.0941,NPS,0,2,Watershed,NA,none,35.2,none,NA,none,NA,none,NA,none,NA,none,2.92,none,NA,none,NA,none,NA,none,0.135,none,NA,none,NA,none,1.44,none,NA,none,NA,none,NA,none
PS19,8/27/2018,46.8339,-91.2608,NPS,0,1,Watershed,1020,none,290,none,NA,none,NA,bdl,0.538,none,29.5,none,29.9,none,NA,none,0.185,none,0.624,none,2.38,none,3.102,none,NA,none,16.4,none,NA,none,NA,none,NA,none
PS19,8/27/2018,46.8339,-91.2608,NPS,0,2,Watershed,NA,none,242,none,NA,none,NA,none,NA,none,NA,none,23.7,none,NA,none,NA,none,NA,none,2.44,none,NA,none,NA,none,25.1,none,NA,none,NA,none,NA,none
