date,latitude,longitude,site,source,chl,chl_field,tss,turb,cond,ph,temp,do,do_sat,doc,poc,toc,tn,tdn,ton,don,pon,no3,nh3,tp,tdp,pp,po4,npr,cnr,cpr,pnpr,pcnr,pcpr,si,cl
2021-08-25,46.7285,-91.8736,Amnicon 2b,BRICO,0.9555,NA,0.5,NA,NA,NA,NA,NA,NA,1.5674355,0.27925574999999997,1.84669125,NA,0.392196,NA,NA,0.023881935,0.33756870000000005,0.0018349170000000001,0.001610648,0.00387175,0.003236783,0.001486752,NA,NA,1146.5517294902425,7.3782935093270074,11.693179384333806,86.27570955482649,0.9717756,NA
2021-08-25,46.7369,-92.0169,Wisc Entry 1b,BRICO,1.205,NA,0.2,NA,NA,NA,NA,NA,NA,1.597463,0.33510689999999993,1.9325699,NA,0.38449215000000003,NA,NA,0.019679835,0.33476729999999993,0.004132065,0.003654932,0.001951362,0.0032832440000000007,0.001424804,NA,NA,528.7567319993915,5.994021461700682,17.027932398823463,102.06579224693621,0.9717756,NA
2021-08-25,46.7494,-91.6119,Brule 3a,BRICO,1.48,NA,4,NA,NA,NA,NA,NA,NA,1.44132,0.4107762,1.8520961999999999,NA,0.3529764,NA,NA,0.03151575,0.3109554,0.002073036,0.007309864,0.0030974,0.007449247,0.001734544,NA,NA,253.3694470923125,4.2307296294511385,13.033997287070749,55.14331851259597,1.7076288,NA
2021-08-25,46.7683,-91.6202,Brule 3b,BRICO,0.998,NA,0.4,NA,NA,NA,NA,NA,NA,1.501375,0.2678453,1.7692203,NA,0.37748865000000004,NA,NA,0.018489239999999997,0.336168,0.0023531760000000002,0.003345192,0.002354024,0.00185844,0.007929344,NA,NA,528.884530394668,9.948795764189319,14.486550015035775,144.12372742730463,0.9240293999999999,NA
2021-08-25,46.7711884,-91.4838171,site 8 - 10052587,WDNR,0.872,NA,1,0.775,108.1,8.2,18.75,9.375,102.625,1.55,NA,NA,0.404,NA,NA,NA,NA,0.32,0.006,0.0045,NA,NA,0.00362,89.77777777777779,NA,NA,NA,NA,NA,NA,NA
2021-08-25,46.7808,-91.6279,Brule 3c,BRICO,0.7444999999999999,NA,0,NA,NA,NA,NA,NA,NA,1.489364,0.2546332,1.7439972,NA,0.38869425,NA,NA,0.01876938,0.3263631,0.002255127,0.0021991539999999996,0.002384998,0.0022611020000000005,0.0017655180000000002,NA,NA,793.0309564496166,8.300987748451858,13.566415086699722,112.61464542510684,0.9268379999999999,NA
2021-08-25,46.7966324,-91.3706151,site 9 - 10052510,WDNR,0.615,NA,1,0.725,106.15,8.15,14.899999999999999,10.525,106,1.36,NA,NA,0.408,NA,NA,NA,NA,0.331,0.006,0.0045,NA,NA,0.00344,90.66666666666667,NA,NA,NA,NA,NA,NA,NA
2021-08-25,46.8327674,-91.294279,site 10 - 10052511,WDNR,0.682,NA,1,0.1,106.2,8.3,18,9.775,105.125,1.35,NA,NA,0.415,NA,NA,NA,NA,0.338,0.006,0.0045,NA,NA,0.0015,92.22222222222223,NA,NA,NA,NA,NA,NA,NA
2021-08-25,46.8373484,-91.262217,site 11 - 10052514,WDNR,0.689,NA,1,0.2,106.15,8.5,18,9.725,105.1,1.39,NA,NA,0.398,NA,NA,NA,NA,0.337,0.006,0.0045,NA,NA,0.0015,88.44444444444446,NA,NA,NA,NA,NA,NA,NA
2021-08-25,46.8504654,-91.1902,site 13 - 10052512,WDNR,0.913,NA,1,1.0499999999999998,109.35,8.25,16.875,9.725,101.45,1.4,NA,NA,0.372,NA,NA,NA,NA,0.304,0.006,0.0045,NA,NA,0.00346,82.66666666666667,NA,NA,NA,NA,NA,NA,NA
2021-08-25,46.8590524,-91.115293,site 14 - 10052513,WDNR,0.862,NA,1,0.1,107.4,8.45,19.924999999999997,9.2,103.45,1.84,NA,NA,0.388,NA,NA,NA,NA,0.33,0.006,0.0045,NA,NA,0.00324,86.22222222222223,NA,NA,NA,NA,NA,NA,NA
2021-08-25,46.8675,-91.22806,site 12 - 10038057,WDNR,0.754,NA,1,0.2,106.3,8.275,17.35,9.8,103.825,1.41,NA,NA,0.401,NA,NA,NA,NA,0.337,0.006,0.0045,NA,NA,0.00313,89.11111111111113,NA,NA,NA,NA,NA,NA,NA
2021-08-25,46.88067,-91.0615,site 15 - 10054863,WDNR,0.807,NA,1,0.1,106.9,8.45,19.4,9.4,104.6,1.59,NA,NA,0.39,NA,NA,NA,NA,0.326,0.006,0.0045,NA,NA,0.00327,86.66666666666667,NA,NA,NA,NA,NA,NA,NA
2021-08-25,47.14114036,-91.45035655,NGL_MN-10001,NCCA,0.709,NA,NA,NA,95.9875,8.1575,12.3625,11.825000000000001,NA,NA,NA,NA,0.468,NA,NA,NA,NA,0.32,0.014,0.0024,NA,NA,0.00222,195.00000000000003,NA,NA,NA,NA,NA,NA,1.58
2021-08-30,46.59708,-90.91349,CB1,NCBC,0.621459163,NA,1.383,NA,105.3333333,8.093333333,17.43333333,10.17,106.2333333,NA,0.22405452439999998,NA,NA,NA,NA,NA,0.02710375768,0.3208159345855582,0.006476559868660716,0.006055886279,0.0010743666352883402,0.003079382829,0.0028380000000000002,NA,NA,NA,8.801685008031848,8.266548389536812,72.75955502835598,NA,NA
2021-08-30,46.60312,-90.5921,21BRBCH-Waverly,21BRBCH,NA,NA,NA,5,108,8.6,20.21,9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-30,46.61164,-90.86772,CB2,NCBC,1.662108348,NA,2.52525,NA,107,8.013333333,21.03333333,9.026666667,101.3,NA,0.3856124763,NA,NA,NA,NA,NA,0.04152146064,0.2954416493285417,0.007340178747689135,0.007566271744,0.019849385652001585,0.007737594287000001,0.0017549999999999998,NA,NA,NA,5.366197696583881,9.287064336280054,49.83622324937234,NA,NA
2021-08-30,46.62188,-90.90092,CB3,NCBC,0.850627395,NA,1.14583,NA,106.0666667,8.19,20.46666667,9.4,104.3666667,NA,0.2468848223,NA,NA,NA,NA,NA,0.03179675613,0.29009934318259956,0.004767127978872652,0.005303720728,0.004302011981192869,0.0032914496459999997,6.9e-4,NA,NA,NA,9.66041092824909,7.764465698658676,75.00792928733749,NA,NA
2021-08-30,46.62946,-90.84248,CB4,NCBC,1.369073559,NA,2.60417,NA,105.6333333,8.096666667,20.8,8.856666667,99,NA,0.3421044674,NA,NA,NA,NA,NA,0.0515667038,0.29941774872655535,0.012194000000000002,0.00630819828,0.003152548698990473,0.0056490990590000005,0.0034879999999999998,NA,NA,NA,9.128305816809009,6.634212431472108,60.55911992815348,NA,NA
2021-08-30,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,NA,3.8,168,8.22,20.99,9.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-30,46.64711,-90.7855,CB6,NCBC,1.504320385,NA,2.42105,NA,105,8.133333333,19.73333333,9.42,103.0666667,NA,0.4043902999,NA,NA,NA,NA,NA,0.05325922125,0.29976003297706333,0.010547397302568248,0.005703384702,0.0038872236792806296,0.0070042864570000005,0.001643,NA,NA,NA,7.603803981599492,7.592869186009738,57.73468894834493,NA,NA
2021-08-30,46.65916,-90.87329,CB5,NCBC,0.86565482,NA,1.35417,NA,105.5666667,8.13,19.53333333,9.503333333,103.5,NA,0.2305065268,NA,NA,NA,NA,NA,0.02580225281,0.30806809370982147,0.005448591137439186,0.004743977250000001,0.003372125936248041,0.002935781616,0.002227,NA,NA,NA,8.788886976257977,8.933581439472766,78.51623756472219,NA,NA
2021-08-30,46.67992,-90.80695,CB12,NCBC,0.933278233,NA,0.729,NA,102.5333333,8.213333333,20.7,9.283333333,103.5,NA,0.26295086,NA,NA,NA,NA,NA,0.03058565974,0.29875668287447155,0.007328793495223241,0.0055392932999999995,0.00188892671623269,0.0023107775909999998,0.001961,NA,NA,NA,13.236089816313267,8.597194313782031,113.79323610551667,NA,NA
2021-08-30,46.68319,-90.75117,CB8,NCBC,1.789841461,NA,2.94737,NA,106.7,8.163333333,22.03333333,8.883333333,101.7,NA,0.46413475590000003,NA,NA,NA,NA,NA,0.05888430934,0.24739564388703786,0.009709711263581009,0.005607116755,0.001939187092770712,0.004073801607,0.001641,NA,NA,NA,14.454388068093273,7.882146553168692,113.93160508908406,NA,NA
2021-08-30,46.68566,-90.84851,CB7,NCBC,0.652,NA,1.0417,NA,104.7666667,8.056666667,18.93333333,9.69,104.3333333,NA,NA,NA,NA,NA,NA,NA,NA,0.31557381071558266,0.005074412235867342,0.003984,0.0056785370548604434,NA,0.001623,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-30,46.70515,-90.79303,CB9,NCBC,1.429183259,NA,2.12766,NA,105.2333333,7.73,22.2,8.826666667,101.3333333,NA,0.3743510022,NA,NA,NA,NA,NA,0.04705109082,0.2994490783832445,0.007213054315601502,0.00443225487,6.139237915933377e-4,0.002885168074,0.0017800000000000001,NA,NA,NA,16.307920236608027,7.956266171003939,129.75015409795498,NA,NA
2021-08-30,46.71722,-90.84085,CB10,NCBC,0.760462845,NA,1.1828,NA,102.1,8.123333333,19.8,9.35,102.3,NA,0.2504092241,NA,NA,NA,NA,NA,0.02348954924,0.3148842273980184,0.005077168225917108,0.004371350659,0.0026272702195250007,0.001804039275,0.0023079999999999997,NA,NA,NA,13.020530963772947,10.6604525076872,138.80475196417217,NA,NA
2021-08-30,46.74633,-90.81973,CB11,NCBC,0.614696822,NA,0.9375,NA,104.2333333,8.13,22.33333333,8.713333333,100.3333333,NA,0.2301868466,NA,NA,NA,NA,NA,0.023224788830000002,0.3356275378029287,0.0049151966528493555,0.0035108330909999997,0.003776881441695527,0.002045642286,0.002242,NA,NA,NA,11.353299151540908,9.911256816366066,112.52546360395289,NA,NA
2021-08-30,46.77050999,-91.62224256,NGL_WI-10001,NCCA,0.778,NA,NA,NA,102.08749999999999,6.98125,16.275,10.305,NA,NA,NA,NA,0.406,NA,NA,NA,NA,0.341,0.006,0.00775,NA,NA,0.0015,52.38709677419355,NA,NA,NA,NA,NA,NA,1.57
2021-08-30,47.48089071,-90.98310457,NGL_MN-10023,NCCA,0.992,NA,NA,NA,97.35,8.185,14.54625,11.161249999999999,NA,NA,NA,NA,0.454,NA,NA,NA,NA,0.307,0.006,0.0026,NA,NA,0.00231,174.61538461538464,NA,NA,NA,NA,NA,NA,1.53
2021-08-31,46.79305021,-91.99574176,NGL_MN-10025,NCCA,0.912,NA,NA,NA,100.4375,8.1175,17.69,9.5825,NA,NA,NA,NA,0.453,NA,NA,NA,NA,0.302,0.0053,0.0027,NA,NA,0.00224,167.77777777777777,NA,NA,NA,NA,NA,NA,1.74
2021-09-01,46.60312,-90.5921,21BRBCH-Waverly,21BRBCH,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-02,46.88344722,-90.774075,REDCLIFF_WQX-RCCM01,REDCLIFF_WQX,NA,NA,NA,14,174.1,7.98,19.2,8.52,92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-07,46.8597,-91.1047,Siskiwit Outlet,NPS,1.525,NA,4.35,NA,NA,NA,NA,NA,NA,1.5794465,0.37894705,1.95839355,NA,0.3683841,NA,NA,0.036208095,0.3193596,0.016808399999999998,0.008393954,0.0025708420000000003,0.005188144999999999,0.001331882,NA,NA,233.31001694791274,6.979005983834301,10.465810200729974,73.04095201656855,1.0841196,NA
2021-09-08,46.60312,-90.5921,21BRBCH-Waverly,21BRBCH,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-08,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,NA,5.3,192,8.66,18.61,9.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.5897,-90.9424,10a,BRICO,0.9555,NA,NA,NA,NA,NA,NA,NA,NA,1.1962955999999998,0.39275970000000004,1.5890552999999998,NA,0.08852424,NA,NA,0.03851925,0.0308154,0.009650823,0.020690632000000004,0.006876228,0.012947132,0.007929344,NA,NA,76.8007134823141,2.9751183505350838,10.196452423139082,30.335652714439,4.100555999999999,NA
2021-09-09,46.59708,-90.91349,CB1,NCBC,1.906,NA,2.2,NA,103.4,8.196666667,22,8.896666667,101.7666667,NA,NA,NA,NA,NA,NA,NA,NA,0.26936916904567204,0.002586801504129858,0.005440120380966112,0.004214360592551805,NA,0.0021939999999999998,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.5974,-90.9135,CB1,BRICO,1.9100000000000001,NA,NA,NA,NA,NA,NA,NA,NA,1.1872873499999999,0.3158893,1.50317665,NA,0.3144571500000001,NA,NA,0.03851925,0.26893439999999996,0.002591295,0.005451424,0.004212464000000001,0.004537690999999999,0.0021991539999999996,NA,NA,275.74018274858093,8.488733587192254,8.200816474879444,69.6145462527087,1.0897368,NA
2021-09-09,46.62188,-90.90092,CB3,NCBC,1.951,NA,1.6,NA,102.4666667,8.19,22.5,8.876666667,102.4666667,NA,NA,NA,NA,NA,NA,NA,NA,0.2826123675254527,0.005248296202453998,0.007022070001609644,0.0029529503509227954,NA,0.0017980000000000001,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.6219,-90.9009,CB3,BRICO,1.95,NA,NA,NA,NA,NA,NA,NA,NA,1.369254,0.29907389999999995,1.6683279,NA,0.3403701,NA,NA,0.03550774500000001,0.2829414,0.005252625,0.007031098,0.00294253,0.003902724,0.0017964920000000002,NA,NA,237.27843076572108,9.0981952605411,8.422779311950109,76.63209081656811,1.095354,NA
2021-09-09,46.638,-90.6525,11a,BRICO,3.0300000000000002,NA,NA,NA,NA,NA,NA,NA,NA,2.6484254999999997,0.3687377,3.0171631999999997,NA,0.12620307,NA,NA,0.04692344999999999,0.002199099,0.006219108,0.018615374,0.012079860000000001,0.011630737,0.008579798,NA,NA,162.0791073013091,4.034434791191649,7.85828194644682,31.703726083738285,5.33634,NA
2021-09-09,46.6502,-90.6328,11b,BRICO,0.5805,NA,NA,NA,NA,NA,NA,NA,NA,1.3152044999999999,0.19577930000000002,1.5109838,NA,0.3837918,NA,NA,0.01596798,0.3627813,0.005840919,0.0021681800000000005,0.00247792,7.12402e-4,0.0015177260000000003,NA,NA,696.8903873294652,22.414282946987797,12.260743062052935,274.815764133172,1.0841196,NA
2021-09-09,46.6619,-90.6125,11c,BRICO,0.5535,NA,NA,NA,NA,NA,NA,NA,NA,1.3031935,0.2173991,1.5205925999999998,NA,0.37398690000000007,NA,NA,0.016598295,0.3487743,0.003165582,0.002849608,0.002880582,8.36298e-4,0.001951362,NA,NA,533.6146585776008,19.84734508512516,13.097676598710892,259.95410726798343,0.8903262,NA
2021-09-09,46.6957,-91.8586,Amnicon 2a,BRICO,0.892,NA,0.3,NA,NA,NA,NA,NA,NA,1.5614299999999999,0.2186002,1.7800302,NA,0.36978479999999997,NA,NA,0.022271129999999997,0.336168,0.004594296,0.00665941,0.002354024,0.002261102,0.001951362,NA,NA,267.2954811312113,9.849679492566013,9.815406762027793,96.67861069513891,0.9745842,NA
2021-09-09,46.71722,-90.84085,CB10,NCBC,0.828,NA,0.8,NA,104.1666667,8.163333333,21.73333333,8.9,101.2333333,NA,NA,NA,NA,NA,NA,NA,NA,0.30991231516103845,0.0029151147530361026,0.0011027677853093771,0.0017152768035912423,NA,0.0012749999999999999,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.7214,-90.8439,CB10,BRICO,0.8285,NA,NA,NA,NA,NA,NA,NA,NA,1.3632484999999999,0.20959195000000003,1.57284045,NA,0.36908445,NA,NA,0.01932966,0.3095547,0.0029134559999999996,0.001115064,0.0017035700000000002,0.001486752,0.0012699340000000001,NA,NA,1410.5382740362884,13.001267191838314,10.843023105424516,140.97304056090056,0.8931348,NA
2021-09-09,46.7242,-92.0368,Wisc Entry 1a,BRICO,1.4849999999999999,NA,0.9,NA,NA,NA,NA,NA,NA,1.657518,0.30147609999999997,1.9589941,NA,0.37468724999999997,NA,NA,0.029204595,0.33756870000000005,0.005266632,0.008022266,0.0015487,0.00371688,0.001331882,NA,NA,244.1946078576801,7.857287563763156,10.322899530022585,81.109990099223,0.8734746,NA
2021-09-09,46.7285,-91.8736,Amnicon 2b,BRICO,1.0150000000000001,NA,0.1,NA,NA,NA,NA,NA,NA,1.429309,0.21920074999999997,1.6485097499999999,NA,0.36558270000000004,NA,NA,0.016038015,0.33756870000000005,0.011261628000000001,0.004924866000000001,0.0020133100000000004,0.001873927,0.00139383,NA,NA,334.7318993044683,8.5585057475558,13.667573574410548,116.97400699173446,0.6094662,NA
2021-09-09,46.7341,-90.8763,9a,BRICO,0.569,NA,NA,NA,NA,NA,NA,NA,NA,1.17047195,0.37894705,1.549419,NA,0.15757875,NA,NA,0.031165574999999994,0.08446221000000001,0.007899947999999999,0.025522575999999998,0.014588754,0.011073205000000001,0.012141808000000002,NA,NA,60.70778278806968,2.814503569653049,12.15915477253348,34.221984511259386,4.7746200000000005,NA
2021-09-09,46.7369,-92.0169,Wisc Entry 1b,BRICO,0.664,NA,0.1,NA,NA,NA,NA,NA,NA,1.393276,0.21199414999999996,1.60527015,NA,0.364182,NA,NA,0.016878435,0.3277638,0.001876938,0.006845254,0.002075258,0.001533213,0.001827466,NA,NA,234.50848573332703,11.008538930990019,12.560059626381236,138.26790537257378,0.8369628,NA
2021-09-09,46.7463,-90.8197,CB11,BRICO,0.5745,NA,NA,NA,NA,NA,NA,NA,NA,1.1488521500000002,0.1777628,1.3266149500000002,NA,0.364182,NA,NA,0.01498749,0.364182,0.003179589,0.001982336,0.0035000620000000004,7.7435e-4,0.001115064,NA,NA,669.2180084506361,19.35492994124104,11.86074519482582,229.563892296765,0.8510057999999999,NA
2021-09-09,46.74633,-90.81973,CB11,NCBC,0.574598643,NA,0.6,NA,106.2666667,7.476666667,20.46666667,8.483333333,94.16666667,NA,NA,NA,NA,NA,NA,NA,NA,0.3641903459380289,0.003172591768666223,0.001994,0.0035064908986857566,NA,0.001123,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.7494,-91.6119,Brule 3a,BRICO,0.6875,NA,0.3,NA,NA,NA,NA,NA,NA,1.4593364999999998,0.18076555,1.6401020499999999,NA,0.36628305,NA,NA,0.01498749,0.33756870000000005,0.002619309,0.0050797360000000005,0.002415972,0.0017964920000000002,0.001920388,NA,NA,322.8715134014838,8.342642216052171,12.061095620414093,100.62140549470857,0.8875176,NA
2021-09-09,46.7591184,-91.5713051,site 7 - 10052505,WDNR,1.35,NA,4,NA,NA,NA,NA,NA,NA,1.4,NA,NA,0.4185,NA,NA,NA,NA,0.313,0.006,0.009745,NA,NA,0.0026100000000000003,42.94510005130836,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.7683,-91.6202,Brule 3b,BRICO,0.6225,NA,0,NA,NA,NA,NA,NA,NA,1.4353145,0.19037435000000003,1.62568885,NA,0.36978479999999997,NA,NA,0.016808399999999998,0.3445722,0.0030255119999999997,0.004243438,0.0025398680000000002,0.001533213,0.001920388,NA,NA,383.1065400272137,10.962860346214125,11.32614347588111,124.16692918726883,0.9212207999999998,NA
2021-09-09,46.7711884,-91.4838171,site 8 - 10052587,WDNR,1.18,NA,1,NA,NA,NA,NA,NA,NA,1.28,NA,NA,0.401,NA,NA,NA,NA,0.318,0.006,0.0045,NA,NA,0.0015,89.11111111111113,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.7808,-91.6279,Brule 3c,BRICO,0.671,NA,0,NA,NA,NA,NA,NA,NA,1.393276,0.1945782,1.5878542,NA,0.36768375,NA,NA,0.01848924,0.34597289999999997,0.0048604289999999994,0.006535514,0.003004478,0.002059771,0.001827466,NA,NA,242.95781479467414,8.976357080471567,10.523861445900426,94.46593820381003,0.9380723999999999,NA
2021-09-09,46.7938,-91.3867,Flag 4a,BRICO,1.185,NA,0.8,NA,NA,NA,NA,NA,NA,1.5494189999999999,0.23601614999999995,1.7854351499999999,NA,0.35507745,NA,NA,0.023601795000000002,0.322161,0.001750875,0.006783306,0.003128374,0.0025398680000000002,0.001951362,NA,NA,263.210173623304,9.292528194378605,9.99992373461425,92.92457324553871,0.9605412,NA
2021-09-09,46.7966324,-91.3706151,site 9 - 10052510,WDNR,0.94,NA,1,NA,NA,NA,NA,NA,NA,1.42,NA,NA,0.404,NA,NA,NA,NA,0.305,0.006,0.0045,NA,NA,0.0015,89.77777777777779,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.8128,-91.3913,Flag 4b,BRICO,0.767,NA,0.2,NA,NA,NA,NA,NA,NA,1.3752594999999999,0.21259470000000003,1.5878541999999998,NA,0.37328655,NA,NA,0.017578784999999996,0.336168,0.01792896,0.0061948,0.003221296,0.0016261350000000001,0.001362856,NA,NA,256.3204946083812,10.810163362820427,12.093822183956403,130.73619348947042,0.7611306,NA
2021-09-09,46.8248,-91.3956,Flag 4c,BRICO,0.813,NA,0.3,NA,NA,NA,NA,NA,NA,1.4112925,0.20839085,1.61968335,NA,0.36698340000000007,NA,NA,0.01764882,0.3431715,0.0030255119999999997,0.00665941,0.002384998,0.001982336,0.0020133100000000004,NA,NA,243.21724447060626,8.903041663976238,11.807636431217498,105.12387910021309,0.912795,NA
2021-09-09,46.8327674,-91.294279,site 10 - 10052511,WDNR,0.867,NA,1,NA,NA,NA,NA,NA,NA,1.35,NA,NA,0.425,NA,NA,NA,NA,0.271,0.006,0.0045,NA,NA,0.0015,94.44444444444444,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.8373484,-91.262217,site 11 - 10052514,WDNR,0.905,NA,1,NA,NA,NA,NA,NA,NA,1.37,NA,NA,0.406,NA,NA,NA,NA,0.315,0.006,0.0045,NA,NA,0.0015,90.22222222222223,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.8504654,-91.1902,site 13 - 10052512,WDNR,0.591,NA,1,NA,NA,NA,NA,NA,NA,1.27,NA,NA,0.414,NA,NA,NA,NA,0.357,0.006,0.0045,NA,NA,0.0015,92,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.8508,-91.1747,Bark Bay,NPS,0.9355,NA,0.4,NA,NA,NA,NA,NA,NA,1.477353,0.24142110000000003,1.7187740999999999,NA,0.36558270000000004,NA,NA,0.023671829999999998,0.3389694,0.002479239,0.0065045400000000005,0.003438114,0.002090745,0.002261102,NA,NA,264.2422215867686,11.322198546451144,10.198666516276944,115.47132720633076,0.9661584,NA
2021-09-09,46.8590524,-91.115293,site 14 - 10052513,WDNR,0.486,NA,1,NA,NA,NA,NA,NA,NA,1.28,NA,NA,0.414,NA,NA,NA,NA,0.323,0.006,0.0045,NA,NA,0.0015,92,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.8605,-91.1104,Siskiwit Bay,NPS,0.8180000000000001,NA,0.4,NA,NA,NA,NA,NA,NA,1.44132,0.22280405,1.6641240499999999,NA,0.37188585,NA,NA,0.02087043,0.35297639999999997,0.0056028,0.0048938919999999995,0.005916034000000001,0.0022765890000000003,0.00139383,NA,NA,340.04102460781723,9.167412299716812,10.675585026278808,97.86748947658096,0.9633497999999999,NA
2021-09-09,46.8675,-91.22806,site 12 - 10038057,WDNR,0.804,NA,1,NA,NA,NA,NA,NA,NA,1.28,NA,NA,0.404,NA,NA,NA,NA,0.293,0.006,0.0045,NA,NA,0.0015,89.77777777777779,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.8747,-90.7537,8b,BRICO,0.6375,NA,NA,NA,NA,NA,NA,NA,NA,1.2431385,0.19397764999999997,1.4371161499999998,NA,0.37748865,NA,NA,0.015897944999999997,0.3403701,0.002955477,0.001610648,0.003840776,0.001177012,0.002384998,NA,NA,892.2596060715935,13.507037311429277,12.201429178425263,164.8051591657519,0.940881,NA
2021-09-09,46.88067,-91.0615,site 15 - 10054863,WDNR,0.576,NA,1,NA,NA,NA,NA,NA,NA,1.25,NA,NA,0.419,NA,NA,NA,NA,0.338,0.006,0.0045,NA,NA,0.0015,93.11111111111111,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.8832,-90.7713,8a,BRICO,1.0225,NA,NA,NA,NA,NA,NA,NA,NA,1.369254,0.39396079999999994,1.7632147999999999,NA,0.28434210000000004,NA,NA,0.035857919999999995,0.2535267,0.007689843,0.009013433999999999,0.00278766,0.006860741000000001,0.0017035700000000002,NA,NA,195.620758969334,5.226537483341812,10.986716463196974,57.422485413747566,0.9633497999999999,NA
2021-09-09,46.8858,-91.0527,Mawikwe Bay,NPS,0.9005000000000001,NA,0.4,NA,NA,NA,NA,NA,NA,1.477353,0.20779029999999998,1.6851433,NA,0.3767883,NA,NA,0.0210105,0.3319659,0.0034877429999999997,0.007247916000000001,0.0029115560000000005,0.0017345439999999998,0.001827466,NA,NA,232.50039045706376,12.112981855749986,9.88983127483877,119.79534678855077,0.9296466000000001,NA
2021-09-09,46.8983,-91.145,LLO4,BRICO,0.913,NA,0.1,NA,NA,NA,NA,NA,NA,1.525397,0.1993826,1.7247796,NA,0.37258620000000003,NA,NA,0.018279135000000002,0.336168,0.0028854419999999998,0.005668242,0.003159348,0.001734544,0.0021991539999999996,NA,NA,304.28827844682706,10.538294214502487,10.907660564900908,114.94813622485218,0.9156036000000001,NA
2021-09-09,46.9028,-91.0355,Sea Caves,NPS,0.956,NA,0.3,NA,NA,NA,NA,NA,NA,1.453331,0.22280404999999995,1.6761350499999998,NA,0.36698340000000007,NA,NA,0.023321655,0.3473736,0.004370184,0.006442592,8.982460000000001e-4,0.001982336,8.05324e-4,NA,NA,260.16470544774523,11.764733627397172,9.553526540033284,112.39469494576095,0.9268379999999999,NA
2021-09-09,46.90906667,-90.780225,REDCLIFF_WQX-FCM01,REDCLIFF_WQX,NA,NA,NA,0.6,239.70000000000002,7.77,17,7.77,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.9098,-91.0769,Mawikwe Bay 5c,BRICO,0.9279999999999999,NA,0.2,NA,NA,NA,NA,NA,NA,1.4713474999999998,0.19157544999999998,1.6629229499999998,NA,0.36488234999999997,NA,NA,0.020240115,0.3333666,0.003179589,0.006938176,0.0015177260000000003,0.0015796740000000003,9.91168e-4,NA,NA,239.67725090859614,12.812843029637758,9.465136438206995,121.27530743685085,0.9464982,NA
2021-09-09,46.93556111,-90.83046667,REDCLIFF_WQX-RRM01,REDCLIFF_WQX,NA,NA,NA,1.7,121.60000000000001,8.11,16.9,8.37,86.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-09,46.9356,-90.8303,7a,BRICO,0.7535000000000001,NA,NA,NA,NA,NA,NA,NA,NA,1.06357405,0.27865519999999994,1.34222925,NA,0.32916449999999997,NA,NA,0.026963475,0.33476729999999993,0.005728862999999999,0.002415972,0.002818634,0.0015177260000000003,0.0017964920000000002,NA,NA,555.5649030700687,17.76570672176664,10.3345433034874,183.60046543315454,1.0728852,NA
