"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"lkspowq  ","P",10/11/2025 19:15,0,1,"",13.6,<0> ,0.28,<0> ,0.1,<0> ,51.0,<0> ,5.3,<0> ,0.68,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,386,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 19:30,0,1,"",13.6,<0> ,0.28,<0> ,0.1,<0> ,53.3,<0> ,5.5,<0> ,0.72,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.3,<0> ,749,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 19:45,0,1,"",13.7,<0> ,0.27,<0> ,0.1,<0> ,55.8,<0> ,5.8,<0> ,0.76,<0> ,0.73,<1> [GCS],"",<-1> ,"","",7.3,<0> ,623,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 20:00,0,1,"",13.6,<0> ,0.27,<0> ,0.1,<0> ,56.6,<0> ,5.9,<0> ,0.78,<0> ,0.75,<1> [GCS],"",<-1> ,"","",7.3,<0> ,504,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 20:15,0,1,"",13.6,<0> ,0.27,<0> ,0.1,<0> ,56.3,<0> ,5.9,<0> ,0.75,<0> ,0.73,<1> [GCS],"",<-1> ,"","",7.4,<0> ,1017,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 20:30,0,1,"",13.6,<0> ,0.28,<0> ,0.1,<0> ,55.1,<0> ,5.7,<0> ,0.71,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.4,<0> ,1224,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 20:45,0,1,"",13.5,<0> ,0.28,<0> ,0.1,<0> ,52.5,<0> ,5.5,<0> ,0.66,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.3,<0> ,874,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 21:00,0,1,"",13.4,<0> ,0.29,<0> ,0.1,<0> ,50.6,<0> ,5.3,<0> ,0.65,<0> ,0.63,<1> [GCS],"",<-1> ,"","",7.3,<0> ,421,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 21:15,0,1,"",13.4,<0> ,0.28,<0> ,0.1,<0> ,51.2,<0> ,5.3,<0> ,0.66,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.3,<0> ,760,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 21:30,0,1,"",13.5,<0> ,0.28,<0> ,0.1,<0> ,50.7,<0> ,5.3,<0> ,0.69,<0> ,0.67,<1> [GCS],"",<-1> ,"","",7.3,<0> ,748,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 21:45,0,1,"",13.5,<0> ,0.28,<0> ,0.1,<0> ,52.0,<0> ,5.4,<0> ,0.7,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,571,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 22:00,0,1,"",13.5,<0> ,0.28,<0> ,0.1,<0> ,50.0,<0> ,5.2,<0> ,0.7,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,486,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 22:15,0,1,"",13.4,<0> ,0.28,<0> ,0.1,<0> ,51.1,<0> ,5.3,<0> ,0.67,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1031,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 22:30,0,1,"",13.3,<0> ,0.29,<0> ,0.1,<0> ,50.1,<0> ,5.2,<0> ,0.64,<0> ,0.63,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1068,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 22:45,0,1,"",13.2,<0> ,0.29,<0> ,0.1,<0> ,49.2,<0> ,5.2,<0> ,0.6,<0> ,0.59,<1> [GCS],"",<-1> ,"","",7.3,<0> ,979,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 23:00,0,1,"",13.2,<0> ,0.29,<0> ,0.1,<0> ,48.2,<0> ,5.1,<0> ,0.57,<0> ,0.56,<1> [GCS],"",<-1> ,"","",7.3,<0> ,809,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 23:15,0,1,"",13.2,<0> ,0.29,<0> ,0.1,<0> ,46.5,<0> ,4.9,<0> ,0.57,<0> ,0.56,<1> [GCS],"",<-1> ,"","",7.3,<0> ,492,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 23:30,0,1,"",13.2,<0> ,0.29,<0> ,0.1,<0> ,47.1,<0> ,4.9,<0> ,0.58,<0> ,0.57,<1> [GCS],"",<-1> ,"","",7.3,<0> ,890,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/11/2025 23:45,0,1,"",13.2,<0> ,0.29,<0> ,0.1,<0> ,45.2,<0> ,4.7,<0> ,0.58,<0> ,0.57,<1> [GCS],"",<-1> ,"","",7.3,<0> ,529,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 0:00,0,1,"",13.2,<0> ,0.29,<0> ,0.1,<0> ,43.5,<0> ,4.6,<0> ,0.58,<0> ,0.57,<1> [GCS],"",<-1> ,"","",7.3,<0> ,538,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 0:15,0,1,"",13.1,<0> ,0.29,<0> ,0.1,<0> ,45.3,<0> ,4.8,<0> ,0.55,<0> ,0.54,<1> [GCS],"",<-1> ,"","",7.3,<0> ,617,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 0:30,0,1,"",13.1,<0> ,0.3,<0> ,0.1,<0> ,45.7,<0> ,4.8,<0> ,0.55,<0> ,0.54,<1> [GCS],"",<-1> ,"","",7.3,<0> ,519,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 0:45,0,1,"",13.1,<0> ,0.29,<0> ,0.1,<0> ,47.1,<0> ,5.0,<0> ,0.58,<0> ,0.57,<1> [GCS],"",<-1> ,"","",7.3,<0> ,990,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 1:00,0,1,"",13.1,<0> ,0.29,<0> ,0.1,<0> ,45.0,<0> ,4.7,<0> ,0.6,<0> ,0.59,<1> [GCS],"",<-1> ,"","",7.3,<0> ,975,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 1:15,0,1,"",13.1,<0> ,0.29,<0> ,0.1,<0> ,46.0,<0> ,4.8,<0> ,0.62,<0> ,0.62,<1> [GCS],"",<-1> ,"","",7.3,<0> ,797,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 1:30,0,1,"",13.1,<0> ,0.29,<0> ,0.1,<0> ,46.3,<0> ,4.9,<0> ,0.64,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.3,<0> ,644,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 1:45,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,46.7,<0> ,4.9,<0> ,0.63,<0> ,0.63,<1> [GCS],"",<-1> ,"","",7.3,<0> ,620,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 2:00,0,1,"",13.1,<0> ,0.29,<0> ,0.1,<0> ,46.8,<0> ,4.9,<0> ,0.6,<0> ,0.6,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1142,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 2:15,0,1,"",13.0,<0> ,0.29,<0> ,0.1,<0> ,44.7,<0> ,4.7,<0> ,0.58,<0> ,0.58,<1> [GCS],"",<-1> ,"","",7.3,<0> ,761,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 2:30,0,1,"",13.0,<0> ,0.29,<0> ,0.1,<0> ,45.0,<0> ,4.7,<0> ,0.59,<0> ,0.6,<1> [GCS],"",<-1> ,"","",7.3,<0> ,844,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 2:45,0,1,"",13.0,<0> ,0.29,<0> ,0.1,<0> ,45.4,<0> ,4.8,<0> ,0.61,<0> ,0.62,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1000,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 3:00,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,46.1,<0> ,4.9,<0> ,0.63,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.3,<0> ,920,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 3:15,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,46.0,<0> ,4.8,<0> ,0.64,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,567,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 3:30,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,45.0,<0> ,4.7,<0> ,0.63,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.3,<0> ,617,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 3:45,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,47.5,<0> ,5.0,<0> ,0.65,<0> ,0.66,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1079,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 4:00,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,46.1,<0> ,4.9,<0> ,0.63,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1135,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 4:15,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,46.3,<0> ,4.9,<0> ,0.61,<0> ,0.63,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1288,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 4:30,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,46.3,<0> ,4.9,<0> ,0.64,<0> ,0.66,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1058,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 4:45,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,47.6,<0> ,5.0,<0> ,0.67,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.3,<0> ,844,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 5:00,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,47.7,<0> ,5.0,<0> ,0.66,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,417,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 5:15,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,48.0,<0> ,5.1,<0> ,0.66,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,604,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 5:30,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,46.7,<0> ,4.9,<0> ,0.65,<0> ,0.67,<1> [GCS],"",<-1> ,"","",7.3,<0> ,535,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 5:45,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,47.3,<0> ,5.0,<0> ,0.65,<0> ,0.67,<1> [GCS],"",<-1> ,"","",7.3,<0> ,965,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 6:00,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,47.3,<0> ,5.0,<0> ,0.67,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.3,<0> ,971,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 6:15,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,46.9,<0> ,4.9,<0> ,0.66,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,549,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 6:30,0,1,"",13.0,<0> ,0.27,<0> ,0.1,<0> ,47.3,<0> ,5.0,<0> ,0.64,<0> ,0.66,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1119,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 6:45,0,1,"",13.0,<0> ,0.27,<0> ,0.1,<0> ,46.3,<0> ,4.9,<0> ,0.65,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1102,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 7:00,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,47.4,<0> ,5.0,<0> ,0.68,<0> ,0.71,<1> [GCS],"",<-1> ,"","",7.3,<0> ,976,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 7:15,0,1,"",13.0,<0> ,0.27,<0> ,0.1,<0> ,47.9,<0> ,5.0,<0> ,0.69,<0> ,0.72,<1> [GCS],"",<-1> ,"","",7.3,<0> ,397,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 7:30,0,1,"",13.0,<0> ,0.27,<0> ,0.1,<0> ,48.1,<0> ,5.1,<0> ,0.67,<0> ,0.7,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1727,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 7:45,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,46.7,<0> ,4.9,<0> ,0.67,<0> ,0.7,<1> [GCS],"",<-1> ,"","",7.3,<0> ,350,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 8:00,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,47.2,<0> ,5.0,<0> ,0.66,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.3,<0> ,837,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 8:15,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,45.6,<0> ,4.8,<0> ,0.65,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,352,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 8:30,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,46.9,<0> ,4.9,<0> ,0.62,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,2061,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 8:45,0,1,"",13.0,<0> ,0.29,<0> ,0.1,<0> ,45.4,<0> ,4.8,<0> ,0.59,<0> ,0.62,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1894,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 9:00,0,1,"",13.0,<0> ,0.29,<0> ,0.1,<0> ,43.9,<0> ,4.6,<0> ,0.61,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1262,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 9:15,0,1,"",13.0,<0> ,0.28,<0> ,0.1,<0> ,45.5,<0> ,4.8,<0> ,0.64,<0> ,0.67,<1> [GCS],"",<-1> ,"","",7.3,<0> ,709,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 9:30,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,46.4,<0> ,4.9,<0> ,0.65,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.3,<0> ,711,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 9:45,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,46.7,<0> ,4.9,<0> ,0.62,<0> ,0.66,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1826,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 10:00,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,45.4,<0> ,4.8,<0> ,0.61,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,195,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 10:15,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,45.4,<0> ,4.8,<0> ,0.62,<0> ,0.66,<1> [GCS],"",<-1> ,"","",7.3,<0> ,463,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 10:30,0,1,"",13.1,<0> ,0.28,<0> ,0.1,<0> ,44.9,<0> ,4.7,<0> ,0.59,<0> ,0.63,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1633,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 10:45,0,1,"",13.2,<0> ,0.29,<0> ,0.1,<0> ,46.1,<0> ,4.8,<0> ,0.56,<0> ,0.6,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1704,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 11:00,0,1,"",13.2,<0> ,0.29,<0> ,0.1,<0> ,45.5,<0> ,4.8,<0> ,0.57,<0> ,0.61,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1492,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 11:15,0,1,"",13.2,<0> ,0.29,<0> ,0.1,<0> ,45.9,<0> ,4.8,<0> ,0.63,<0> ,0.67,<1> [GCS],"",<-1> ,"","",7.3,<0> ,688,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 11:30,0,1,"",13.2,<0> ,0.28,<0> ,0.1,<0> ,47.7,<0> ,5.0,<0> ,0.65,<0> ,0.7,<1> [GCS],"",<-1> ,"","",7.3,<0> ,80,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 11:45,0,1,"",13.3,<0> ,0.27,<0> ,0.1,<0> ,47.0,<0> ,4.9,<0> ,0.65,<0> ,0.7,<1> [GCS],"",<-1> ,"","",7.3,<0> ,557,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 12:00,0,1,"",13.3,<0> ,0.28,<0> ,0.1,<0> ,47.7,<0> ,5.0,<0> ,0.61,<0> ,0.66,<1> [GCS],"",<-1> ,"","",7.3,<0> ,808,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 12:15,0,1,"",13.3,<0> ,0.28,<0> ,0.1,<0> ,46.4,<0> ,4.9,<0> ,0.59,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,273,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 12:30,0,1,"",13.3,<0> ,0.28,<0> ,0.1,<0> ,47.2,<0> ,4.9,<0> ,0.62,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,605,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 12:45,0,1,"",13.4,<0> ,0.28,<0> ,0.1,<0> ,47.4,<0> ,5.0,<0> ,0.63,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.3,<0> ,310,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 13:00,0,1,"",13.4,<0> ,0.28,<0> ,0.1,<0> ,47.1,<0> ,4.9,<0> ,0.64,<0> ,0.7,<1> [GCS],"",<-1> ,"","",7.3,<0> ,158,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 13:15,0,1,"",13.4,<0> ,0.28,<0> ,0.1,<0> ,46.7,<0> ,4.9,<0> ,0.63,<0> ,0.7,<1> [GCS],"",<-1> ,"","",7.3,<0> ,169,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 13:30,0,1,"",13.4,<0> ,0.28,<0> ,0.1,<0> ,47.0,<0> ,4.9,<0> ,0.61,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,163,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 13:45,0,1,"",13.4,<0> ,0.28,<0> ,0.1,<0> ,46.8,<0> ,4.9,<0> ,0.62,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.3,<0> ,251,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 14:00,0,1,"",13.4,<0> ,0.28,<0> ,0.1,<0> ,46.6,<0> ,4.9,<0> ,0.61,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,166,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 14:15,0,1,"",13.5,<0> ,0.28,<0> ,0.1,<0> ,46.9,<0> ,4.9,<0> ,0.61,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,173,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 14:30,0,1,"",13.5,<0> ,0.28,<0> ,0.1,<0> ,47.4,<0> ,4.9,<0> ,0.61,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.3,<0> ,145,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 14:45,0,1,"",13.5,<0> ,0.28,<0> ,0.1,<0> ,50.0,<0> ,5.2,<0> ,0.64,<0> ,0.72,<1> [GCS],"",<-1> ,"","",7.3,<0> ,702,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 15:00,0,1,"",13.6,<0> ,0.28,<0> ,0.1,<0> ,50.1,<0> ,5.2,<0> ,0.64,<0> ,0.72,<1> [GCS],"",<-1> ,"","",7.3,<0> ,454,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 15:15,0,1,"",13.6,<0> ,0.28,<0> ,0.1,<0> ,50.4,<0> ,5.2,<0> ,0.6,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1276,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 15:30,0,1,"",13.6,<0> ,0.28,<0> ,0.1,<0> ,49.8,<0> ,5.2,<0> ,0.57,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1282,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 15:45,0,1,"",13.6,<0> ,0.28,<0> ,0.1,<0> ,48.1,<0> ,5.0,<0> ,0.55,<0> ,0.63,<1> [GCS],"",<-1> ,"","",7.3,<0> ,148,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 16:00,0,1,"",13.6,<0> ,0.29,<0> ,0.1,<0> ,49.5,<0> ,5.1,<0> ,0.55,<0> ,0.63,<1> [GCS],"",<-1> ,"","",7.3,<0> ,346,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 16:15,0,1,"",13.7,<0> ,0.29,<0> ,0.1,<0> ,47.1,<0> ,4.9,<0> ,0.54,<0> ,0.62,<1> [GCS],"",<-1> ,"","",7.3,<0> ,258,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 16:30,0,1,"",13.6,<0> ,0.29,<0> ,0.1,<0> ,48.8,<0> ,5.1,<0> ,0.57,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,832,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 16:45,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,49.3,<0> ,5.1,<0> ,0.59,<0> ,0.67,<1> [GCS],"",<-1> ,"","",7.3,<0> ,215,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 17:00,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,50.0,<0> ,5.2,<0> ,0.61,<0> ,0.7,<1> [GCS],"",<-1> ,"","",7.3,<0> ,478,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 17:15,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,49.9,<0> ,5.2,<0> ,0.59,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1142,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 17:30,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,49.4,<0> ,5.1,<0> ,0.57,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1555,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 17:45,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,48.1,<0> ,5.0,<0> ,0.56,<0> ,0.64,<1> [GCS],"",<-1> ,"","",7.3,<0> ,295,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 18:00,0,1,"",13.6,<0> ,0.28,<0> ,0.1,<0> ,48.9,<0> ,5.1,<0> ,0.59,<0> ,0.67,<1> [GCS],"",<-1> ,"","",7.3,<0> ,780,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 18:15,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,49.7,<0> ,5.2,<0> ,0.64,<0> ,0.71,<1> [GCS],"",<-1> ,"","",7.3,<0> ,458,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 18:30,0,1,"",13.7,<0> ,0.27,<0> ,0.1,<0> ,50.1,<0> ,5.2,<0> ,0.67,<0> ,0.74,<1> [GCS],"",<-1> ,"","",7.3,<0> ,665,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 18:45,0,1,"",13.7,<0> ,0.27,<0> ,0.1,<0> ,50.3,<0> ,5.2,<0> ,0.65,<0> ,0.72,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1081,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 19:00,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,50.1,<0> ,5.2,<0> ,0.62,<0> ,0.69,<1> [GCS],"",<-1> ,"","",7.3,<0> ,1271,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 19:15,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,48.6,<0> ,5.0,<0> ,0.59,<0> ,0.66,<1> [GCS],"",<-1> ,"","",7.3,<0> ,640,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 19:30,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,48.3,<0> ,5.0,<0> ,0.58,<0> ,0.65,<1> [GCS],"",<-1> ,"","",7.3,<0> ,495,<-3> [STS] (CMD),"",<-1> ,
"lkspowq  ","P",10/12/2025 19:45,0,1,"",13.7,<0> ,0.28,<0> ,0.1,<0> ,49.1,<0> ,5.1,<0> ,0.61,<0> ,0.68,<1> [GCS],"",<-1> ,"","",7.3,<0> ,813,<-3> [STS] (CMD),"",<-1> ,
